0.0	1	2.67	0.25	0.5	['A3', 'E#4', 'C#5']
0.5	2	1	1.0	0.5	['D4', 'F#4', 'C#5']
1.0	2	1.33	0.25	0.5	['D4', 'F#4', 'D5']
1.5	2	1.67	0.25	0.5	['D4', 'F#4', 'B4']
2.0	2	2	0.5	0.5	['E4', 'A4']
2.5	2	2.33	0.25	0.5	['D4', 'E4', 'G#4']
3.0	2	2.67	0.25	0.5	['C#4', 'A4', 'E5']
3.5	3	1	1.0	0.5	['D4', 'A4', 'E#5']
4.0	3	1.33	0.25	0.5	['B3', 'A4', 'F#5']
4.5	3	1.67	0.25	0.5	['D4', 'B4', 'D5']
5.0	3	2	0.5	0.5	['E4', 'A4', 'C#5']
5.5	3	2.33	0.25	0.5	['E4', 'G#4', 'B4']
6.0	3	2.67	0.25	0.5	['A3', 'E#4', 'C#5']
6.5	4	1	1.0	0.5	['D4', 'F#4', 'C#5']
7.0	4	1.33	0.25	0.5	['D4', 'F#4', 'D5']
7.5	4	1.67	0.25	0.5	['D4', 'F#4', 'B4']
8.0	4	2	0.5	0.5	['E4', 'A4']
8.5	4	2.33	0.25	0.5	['D4', 'E4', 'G#4']
9.0	4	2.67	0.25	0.5	['C#4', 'A4', 'E5']
9.5	5	1	1.0	0.5	['D4', 'A4', 'E#5']
10.0	5	1.33	0.25	0.5	['B3', 'A4', 'F#5']
10.5	5	1.67	0.25	0.5	['E3', 'D4', 'G#4']
11.0	5	2	0.5	1.0	['A2', 'A3', 'C#4', 'A4']
12.0	5	2.67	0.25	0.5	['A3', 'E#4', 'C#5']
12.5	6	1	1.0	0.5	['D3', 'D4', 'F#4', 'C#5']
13.0	6	1.33	0.25	0.5	['D3', 'D4', 'F#4', 'D5']
13.5	6	1.67	0.25	0.5	['D3', 'D4', 'F#4', 'B4']
14.0	6	2	0.5	0.5	['E3', 'D4', 'E4', 'G#4']
14.5	6	2.33	0.25	0.5	['F#3', 'D4', 'E4', 'F#4']
15.0	6	2.67	0.25	0.5	['G#3', 'D4', 'E4']
15.5	7	1	1.0	0.5	['A3', 'D4', 'E4']
16.0	7	1.33	0.25	0.5	['A3', 'C#4', 'E4']
16.5	7	1.67	0.25	0.5	['A3', 'B3', 'E4']
17.0	7	2	0.5	0.5	['A3', 'C#4', 'E4', 'A4']
17.5	7	2.33	0.25	0.5	['D4', 'E4', 'G#4']
18.0	7	2.67	0.25	0.5	['C#4', 'E4', 'A4']
18.5	8	1	1.0	0.5	['G#3', 'B4']
19.0	8	1.33	0.25	0.5	['G#3', 'E4', 'B4']
19.5	8	1.67	0.25	0.5	['A3', 'E4', 'C#5']
20.0	8	2	0.5	0.5	['B3', 'E4', 'G#4', 'E5']
20.5	8	2.33	0.25	0.5	['B3', 'E4', 'G#4', 'D5']
21.0	8	2.67	0.25	0.5	['A3', 'E4', 'A4', 'C#5']
21.5	9	1	1.0	0.5	['E3', 'G#3', 'E4', 'B4']
22.0	9	1.33	0.25	0.5	['D3', 'G#3', 'E4', 'B4']
22.5	9	1.67	0.25	0.5	['C#3', 'A3', 'E4', 'B4', 'C#5']
23.0	9	2	0.5	0.5	['E3', 'G#3', 'E4', 'B4']
23.5	9	2.33	0.25	0.5	['E3', 'G#3', 'E4', 'B4']
24.0	9	2.67	0.25	0.5	['A3', 'E#4', 'C#5']
24.5	10	1	1.0	0.5	['D3', 'D4', 'F#4', 'C#5']
25.0	10	1.33	0.25	0.5	['D3', 'D4', 'F#4', 'D5']
25.5	10	1.67	0.25	0.5	['D3', 'D4', 'F#4', 'B4']
26.0	10	2	0.5	0.5	['E3', 'D4', 'E4', 'G#4']
26.5	10	2.33	0.25	0.5	['F#3', 'D4', 'E4', 'F#4']
27.0	10	2.67	0.25	0.5	['G#3', 'D4', 'E4']
27.5	11	1	1.0	0.5	['A3', 'D4', 'E4']
28.0	11	1.33	0.25	0.5	['A3', 'C#4', 'E4']
28.5	11	1.67	0.25	0.5	['A3', 'B3', 'E4']
29.0	11	2	0.5	0.5	['A3', 'C#4', 'E4', 'A4']
29.5	11	2.33	0.25	0.5	['A3', 'C#4', 'E4', 'A4']
30.0	11	2.67	0.25	0.5	['G#3', 'E4', 'B4']
30.5	12	1	1.0	0.5	['A3', 'E4', 'C#5']
31.0	12	1.33	0.25	0.5	['A3', 'D#4', 'F#4', 'C#5']
31.5	12	1.67	0.25	0.5	['A3', 'C#4', 'F#4']
32.0	12	2	0.5	0.5	['B2', 'F#3', 'B3', 'D#4', 'A4']
32.5	12	2.33	0.25	0.5	['B2', 'G#3', 'B3', 'D#4', 'A4']
33.0	12	2.67	0.25	0.5	['B2', 'A3', 'B3', 'D#4']
33.5	13	1	1.0	0.25	['E3', 'G#3', 'E4']
33.75	13	1.17	0.125	0.25	['E3', 'G#3', 'B3', 'E4']
34.0	13	1.33	0.25	0.25	['E3', 'G#3', 'E4', 'G#4']
34.25	13	1.5	0.125	0.25	['E3', 'G#3', 'B3', 'E4', 'G#4']
34.5	13	1.67	0.25	0.25	['E3', 'G#3', 'D#4', 'E4', 'B4']
34.75	13	1.83	0.125	0.25	['E3', 'G#3', 'B3', 'E4', 'B4']
35.0	13	2	0.5	0.25	['A3', 'C#4', 'B4']
35.25	13	2.17	0.125	0.25	['A3', 'B3', 'C#4']
35.5	13	2.33	0.25	0.25	['F#3', 'C#4', 'A4']
35.75	13	2.5	0.125	0.25	['F#3', 'B3', 'C#4']
36.0	13	2.67	0.25	0.25	['B2', 'D#4', 'F#4']
36.25	13	2.83	0.125	0.25	['B2', 'B3', 'D#4']
