jams_file,track_name,artist_name,album_name,track_number,duration,release_year,musicbrainz,isrc,deezer_id,deezer_url,youtube_url,acousticbrainz,spotify_id
mozart-piano-sonatas_38.jams,Piano Sonata no. 13 in B flat major,Wolfgang Amadeus Mozart,Vladimir Horowitz - Complete Recordings on Deutsche Grammophon,4,639,01/10/2010,15b06ccc-8d54-4283-8f04-c6e077968986,DEF058702141,66438644,https://www.deezer.com/track/66438644,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_12.jams,Piano Sonata no. 5 in G major,Wolfgang Amadeus Mozart,Mozart: Piano Sonatas K. 279-284 & K. 309,1,370,28/07/2023,,GBAJY2241201,2377635655,https://www.deezer.com/track/2377635655,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_6.jams,Piano Sonata no. 3 in B flat major,Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,8,295,01/01/2000,f8d11b86-5a18-4a44-8dcf-d2d8c2f3d284,NLA508542505,66343434,https://www.deezer.com/track/66343434,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_18.jams,Piano Sonata no. 7 in C major,Wolfgang Amadeus Mozart,Mozart: Piano Sonatas K. 279-284 & K. 309,19,537,28/07/2023,1b60f2cb-3d52-4c4f-8cbd-37ad854f6819,GBAJY2241219,2377635835,https://www.deezer.com/track/2377635835,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_30.jams,Piano Sonata no. 11 in A major,Wolfgang Amadeus Mozart,A World of Classical: The Great Composers of History,4,63,20/09/2023,,DEN961601251,2460437185,https://www.deezer.com/track/2460437185,https://music.youtube.com/watch?v=kkXH9glcdgg,,
mozart-piano-sonatas_27.jams,Piano Sonata no. 10 in C major,Wolfgang Amadeus Mozart,Mozart: Piano Sonatas,3,468,21/08/2006,1b60f2cb-3d52-4c4f-8cbd-37ad854f6819,DEF059003843,72088699,https://www.deezer.com/track/72088699,https://music.youtube.com/watch?v=0lQAZ4mVqFI,,
mozart-piano-sonatas_19.jams,Piano Sonata no. 7 in C major,Wolfgang Amadeus Mozart,Mozart: Piano Sonatas K. 279-284 & K. 309,19,537,28/07/2023,1b60f2cb-3d52-4c4f-8cbd-37ad854f6819,GBAJY2241219,2377635835,https://www.deezer.com/track/2377635835,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_48.jams,Piano Sonata no. 17 in B flat major,Wolfgang Amadeus Mozart,Mozart pour dormir,19,557,01/11/2021,15b06ccc-8d54-4283-8f04-c6e077968986,FRZ390401420,1533385132,https://www.deezer.com/track/1533385132,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_45.jams,Piano Sonata no. 16 in C major,Wolfgang Amadeus Mozart,Mozart: Piano Sonata In C major K.545,2,361,29/07/2014,1b60f2cb-3d52-4c4f-8cbd-37ad854f6819,DEF058902282,65344799,https://www.deezer.com/track/65344799,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_51.jams,Piano Sonata no. 18 in D major,Wolfgang Amadeus Mozart,Sonate e Improvvisi,1,292,21/01/2017,24dc82ee-e721-4bc4-a92d-43d8252a71bc,GBSMU3276972,140802747,https://www.deezer.com/track/140802747,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_2.jams,Piano Sonata no. 1 in C major,Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,3,196,01/01/2000,bb73daef-bb50-4dbc-81dd-8346e65d6c42,NLA508400307,66343429,https://www.deezer.com/track/66343429,https://music.youtube.com/watch?v=aazIStBTfb4,,
mozart-piano-sonatas_31.jams,Piano Sonata no. 11 in A major,Wolfgang Amadeus Mozart,A World of Classical: The Great Composers of History,4,63,20/09/2023,,DEN961601251,2460437185,https://www.deezer.com/track/2460437185,https://music.youtube.com/watch?v=kkXH9glcdgg,,
mozart-piano-sonatas_15.jams,Piano Sonata no. 6 in D major,Wolfgang Amadeus Mozart,Ingrid Haebler: Mozart Piano Sonatas & Other Works,28,307,28/02/2023,24dc82ee-e721-4bc4-a92d-43d8252a71bc,NLA506700356,2168816437,https://www.deezer.com/track/2168816437,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_11.jams,Piano Sonata no. 4 in E flat major,Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,11,238,01/01/2000,15b06ccc-8d54-4283-8f04-c6e077968986,NLA508542508,66343437,https://www.deezer.com/track/66343437,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_32.jams,Piano Sonata no. 11 in A major,Wolfgang Amadeus Mozart,A World of Classical: The Great Composers of History,4,63,20/09/2023,,DEN961601251,2460437185,https://www.deezer.com/track/2460437185,https://music.youtube.com/watch?v=kkXH9glcdgg,,
mozart-piano-sonatas_16.jams,Piano Sonata no. 6 in D major,Wolfgang Amadeus Mozart,Ingrid Haebler: Mozart Piano Sonatas & Other Works,28,307,28/02/2023,24dc82ee-e721-4bc4-a92d-43d8252a71bc,NLA506700356,2168816437,https://www.deezer.com/track/2168816437,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_34.jams,Piano Sonata no. 12 in F major,Wolfgang Amadeus Mozart,Classical Music For Sleeping 2,2,115,01/07/2016,,GBSMU2831324,128083823,https://www.deezer.com/track/128083823,https://music.youtube.com/watch?v=UYUO8W7wVv8,,
mozart-piano-sonatas_14.jams,Piano Sonata no. 5 in G major,Wolfgang Amadeus Mozart,Mozart: Piano Sonatas K. 279-284 & K. 309,1,370,28/07/2023,,GBAJY2241201,2377635655,https://www.deezer.com/track/2377635655,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
mozart-piano-sonatas_25.jams,Piano Sonata no. 9 in D major,Wolfgang Amadeus Mozart,Carl Seemann plays Mozart,25,275,24/06/2022,24dc82ee-e721-4bc4-a92d-43d8252a71bc,DEF055204931,1794261507,https://www.deezer.com/track/1794261507,https://music.youtube.com/watch?v=C2nh6j1O3ho,,
