key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
D	[0.0, 6.5, 6.5, 0.25, 5.25, 0.0, 6.25, 6.75, 1.0, 6.0, 0.0, 3.25]	0.0	19.75	19.75	0	10	10
G	[1.75, 0.0, 3.0, 0.0, 0.5, 0.0, 1.5, 1.5, 0.0, 2.25, 0.0, 1.5]	19.75	23.75	4.0	10	12	2
D	[0.0, 4.5, 20.5, 0.0, 6.0, 0.0, 6.75, 8.25, 0.0, 13.0, 0.0, 8.5]	23.75	42.75	19.0	12	22	10
