type,time,duration,original,converted
chord,0.26666666666666666,0.5,A major:I,A:maj
chord,1.1,3.0,A major:I,A:maj
chord,2.1,3.0,A major:I,A:maj
chord,3.1,3.0,A major:V43/vi,G#:7/5
chord,4.1,1.5,A major:vi,F#:min
chord,4.2,1.5,A major:V,E:maj
chord,5.1,3.0,A major:I,A:maj
chord,6.1,3.0,A major:I,A:maj
chord,7.1,3.0,A major:I,A:maj
chord,8.1,3.0,A major:V65,G#:7/3
chord,9.1,2.5,A major:V65,G#:7/3
chord,9.266666666666667,0.5,A major:V7/vi,C#:7
chord,10.1,3.0,A major:vi,F#:min
chord,11.1,1.5,A major:I64,E:maj/5
chord,11.2,1.5,A major:V7,E:7
chord,12.1,1.5,A major:I,A:maj
chord,12.2,1.5,A major:V7,E:7
chord,13.1,3.0,A major:I,A:maj
chord,14.1,3.0,A major:I,A:maj
chord,15.1,3.0,A major:I,A:maj
chord,16.1,3.0,A major:V65,G#:7/3
chord,17.1,2.5,A major:V65,G#:7/3
chord,17.266666666666666,0.5,A major:V7/vi,C#:7
chord,18.1,3.0,A major:vi,F#:min
chord,19.1,1.5,A major:I64,E:maj/5
chord,19.2,1.5,A major:V7,E:7
chord,20.1,1.5,A major:I,A:maj
chord,20.2,1.5,A major:V7,E:7
chord,21.1,3.0,A major:I,A:maj
chord,22.1,3.0,A major:i,A:min
chord,23.1,3.0,A major:i,A:min
chord,24.1,3.0,A major:V7,E:7
chord,25.1,3.0,E major:I64,B:maj/5
chord,26.1,1.5,E major:V7/V,F#:7
chord,26.2,1.5,E major:V7,B:7
chord,27.1,3.0,E major:I,E:maj
chord,28.1,1.5,E major:ii42,E:min7/b7
chord,28.2,1.5,E major:#iio42,E:hdim7/b7
chord,29.1,3.0,A major:V,E:maj
chord,30.1,3.0,A major:V+,E:aug
chord,31.1,3.0,A major:I,A:maj
chord,32.1,3.0,A major:I,A:maj
chord,33.1,3.0,A major:V65,G#:7/3
chord,34.1,2.5,A major:V65,G#:7/3
chord,34.266666666666666,0.5,A major:V7/vi,C#:7
chord,35.1,3.0,A major:vi,F#:min
chord,36.1,1.5,A major:I64,E:maj/5
chord,36.2,1.5,A major:V7,E:7
chord,37.1,1.5,A major:I,A:maj
chord,37.2,1.5,A major:V43/vi,G#:7/5
chord,38.1,3.0,A major:vi,F#:min
chord,39.1,1.5,A major:I64,E:maj/5
chord,39.2,1.5,A major:V7,E:7
chord,40.1,1.5,A major:I,A:maj
chord,40.2,1.5,A major:V7,E:7
chord,41.1,3.0,A major:I,A:maj
key,0.26666666666666666,72.5,A major,A:major
key,25.1,12.0,E major,E:major
key,29.1,39.0,A major,A:major
