type,time,duration,original,converted
chord,0.25,1.0,F minor:V,C:maj
chord,1.1,3.0,F minor:i,F:min
chord,1.25,1.0,F minor:V,C:maj
chord,2.1,3.0,F minor:i,F:min
chord,2.25,1.0,F minor:V,C:maj
chord,3.1,3.0,F minor:i,F:min
chord,3.25,1.0,F minor:VI,Db:maj
chord,4.1,1.0,F minor:VI,Db:maj
chord,4.15,1.0,F minor:III42/iv,C:maj7/7
chord,4.2,1.0,F minor:iv,Bb:min
chord,4.25,1.0,Ab major:iiø42,Ab:hdim7/b7
chord,5.1,1.0,Ab major:V65,G:7/3
chord,5.15,0.5,Ab major:I64,Eb:maj/5
chord,5.175,0.5,Ab major:V,Eb:maj
chord,5.2,1.0,Ab major:I64,Eb:maj/5
chord,5.25,1.0,Ab major:i,Ab:min
chord,6.1,2.0,Ab major:iio6,Db:dim/b3
chord,6.2,1.0,Ab major:iio,Bb:dim
chord,6.25,1.0,F minor:viio/V,B:dim
chord,7.1,4.0,F minor:V,C:maj
chord,8.1,3.0,F minor:i,F:min
chord,8.25,1.0,F minor:V,C:maj
chord,9.1,3.0,F minor:i,F:min
chord,9.25,1.0,F minor:V,C:maj
chord,10.1,3.0,F minor:i,F:min
chord,10.25,1.0,F minor:V,C:maj
chord,11.1,3.0,F minor:i,F:min
chord,11.25,1.0,F minor:VI6,F:maj/3
chord,12.1,1.0,F minor:VI,Db:maj
chord,12.15,1.0,F minor:III42/iv,C:maj7/7
chord,12.2,1.0,F minor:iv,Bb:min
chord,12.25,1.0,Ab major:iiø42,Ab:hdim7/b7
chord,13.1,1.0,Ab major:V65,G:7/3
chord,13.15,0.5,Ab major:I64,Eb:maj/5
chord,13.175,1.5,Ab major:V,Eb:maj
chord,13.25,1.0,Ab major:V6,G:maj/3
chord,14.1,1.0,Ab major:I,Ab:maj
chord,14.15,0.5,Ab major:V7,Eb:7
chord,14.175,1.5,Ab major:I64,Eb:maj/5
chord,14.25,1.0,Ab major:V65,G:7/3
chord,15.1,1.0,Ab major:I,Ab:maj
chord,15.15,0.5,Ab major:V7,Eb:7
chord,15.175,1.5,Ab major:I64,Eb:maj/5
chord,15.25,1.0,Ab major:V65,G:7/3
chord,16.1,1.0,Ab major:I,Ab:maj
chord,16.15,0.5,Ab major:V7,Eb:7
chord,16.175,1.5,Ab major:I64,Eb:maj/5
chord,16.25,1.0,Ab major:V,Eb:maj
chord,17.1,1.0,Ab major:I,Ab:maj
chord,17.15,2.0,Ab major:I64,Eb:maj/5
chord,17.25,1.0,Ab major:V7,Eb:7
chord,18.1,1.0,Ab major:I,Ab:maj
chord,18.15,2.0,Ab major:I64,Eb:maj/5
chord,18.25,1.0,Ab major:V7,Eb:7
chord,19.1,1.0,Ab major:I,Ab:maj
chord,19.15,2.0,Ab major:viio,G:dim
chord,19.25,1.0,Ab major:I,Ab:maj
chord,20.1,2.0,F minor:viio,E:dim
chord,20.2,1.0,F minor:i,F:min
chord,20.25,1.0,F minor:VI,Db:maj
chord,21.1,2.0,F minor:V,C:maj
chord,21.2,2.0,F minor:VI,Db:maj
chord,22.1,2.0,F minor:V,C:maj
chord,22.2,2.0,F minor:It6,Db:dim/b3
chord,23.1,2.0,F minor:V,C:maj
chord,23.2,2.0,F minor:viio/V,B:dim
chord,24.1,4.0,F minor:V,C:maj
chord,25.1,2.0,Ab minor:V,Eb:maj
chord,25.2,2.0,Ab minor:VI,Fb:maj
chord,26.1,2.0,Ab minor:V,Eb:maj
chord,26.2,2.0,Ab minor:It6,Fb:dim/b3
chord,27.1,2.0,Ab minor:V,Eb:maj
chord,27.2,2.0,Ab minor:viio/V,D:dim
chord,28.1,4.0,Ab minor:V,Eb:maj
chord,29.1,1.0,Ab minor:V,Eb:maj
chord,29.15,2.0,Ab minor:i64,Eb:min/5
chord,29.25,1.0,Ab minor:viio64/ii,Eb:dim/b5
chord,30.1,1.0,Ab major:V65,G:7/3
chord,30.15,0.5,Ab major:I64,Eb:maj/5
chord,30.175,1.5,Ab major:V,Eb:maj
chord,30.25,1.0,Ab major:V+6,G:aug/3
chord,31.1,1.0,Ab major:I,Ab:maj
chord,31.15,0.5,Ab major:V7,Eb:7
chord,31.175,1.5,Ab major:I64,Eb:maj/5
chord,31.25,1.0,Ab major:I,Ab:maj
chord,32.1,1.0,Ab major:V65,G:7/3
chord,32.15,0.5,Ab major:I64,Eb:maj/5
chord,32.175,1.5,Ab major:V,Eb:maj
chord,32.25,1.0,Ab major:V+6,G:aug/3
chord,33.1,1.0,Ab major:I,Ab:maj
chord,33.15,0.5,Ab major:V7,Eb:7
chord,33.175,1.5,Ab major:I64,Eb:maj/5
chord,33.25,1.0,Ab major:I6,C:maj/3
chord,34.1,2.0,Ab major:viio42/ii,Gb:hdim7/b7
chord,34.2,2.0,Ab major:viio43/ii,Eb:hdim7/b5
chord,35.1,4.0,Gb major:I64,Db:maj/5
chord,36.1,4.0,Gb major:V7,Db:7
chord,37.1,3.0,Gb major:I64,Db:maj/5
chord,37.25,1.0,F minor:Ger65,Db:hdim7/b3
chord,38.1,1.0,F minor:i64,C:min/5
chord,38.15,1.0,F minor:iv7,Bb:min7
chord,38.2,1.0,F minor:i64,C:min/5
chord,38.25,1.0,F minor:V,C:maj
chord,39.1,4.0,F minor:viio7/iv,A:hdim7
chord,40.1,1.0,Ab major:V43,Bb:7/5
chord,40.15,0.5,Ab major:I64,Eb:maj/5
chord,40.175,1.5,Ab major:V,Eb:maj
chord,40.25,1.0,Ab major:V+6,G:aug/3
chord,41.1,1.0,Ab major:I,Ab:maj
chord,41.15,0.5,Ab major:V7,Eb:7
chord,41.175,1.5,Ab major:I64,Eb:maj/5
chord,41.25,1.0,Ab major:I,Ab:maj
chord,42.1,1.0,Ab major:V65,G:7/3
chord,42.15,0.5,Ab major:I64,Eb:maj/5
chord,42.175,1.5,Ab major:V,Eb:maj
chord,42.25,1.0,Ab major:V+6,G:aug/3
chord,43.1,1.0,Ab major:I,Ab:maj
chord,43.15,0.5,Ab major:V7,Eb:7
chord,43.175,1.5,Ab major:I64,Eb:maj/5
chord,43.25,1.0,Ab major:I6,C:maj/3
chord,44.1,2.0,Ab major:viio42/ii,Gb:hdim7/b7
chord,44.2,2.0,Ab major:viio43/ii,Eb:hdim7/b5
chord,45.1,4.0,Gb major:I64,Db:maj/5
chord,46.1,4.0,Gb major:V7,Db:7
chord,47.1,3.0,Gb major:I64,Db:maj/5
chord,47.25,1.0,F minor:Ger65,Db:hdim7/b3
chord,48.1,1.0,F minor:i64,C:min/5
chord,48.15,1.0,F minor:iv7,Bb:min7
chord,48.2,2.0,F minor:V,C:maj
chord,49.1,3.0,F minor:i,F:min
chord,49.25,1.0,F minor:V,C:maj
chord,50.1,3.0,F minor:i,F:min
chord,50.25,1.0,F minor:V,C:maj
chord,51.1,3.0,F minor:i,F:min
chord,51.25,1.0,F minor:VI,Db:maj
chord,52.1,1.0,F minor:VI,Db:maj
chord,52.15,1.0,F minor:III42/iv,C:maj7/7
chord,52.2,1.0,F minor:iv,Bb:min
chord,52.25,1.0,Ab major:ii42,Ab:min7/b7
chord,53.1,1.0,Ab major:V65,G:7/3
chord,53.15,2.0,Ab major:I64,Eb:maj/5
chord,53.25,1.0,Ab major:I,Ab:maj
chord,54.1,2.0,Ab major:ii6,Db:min/b3
chord,54.2,2.0,F minor:V,C:maj
chord,55.1,4.0,F minor:i,F:min
key,0.25,16.0,F minor,F:minor
key,4.25,8.0,Ab major,Ab:major
key,6.25,24.0,F minor,F:minor
key,12.25,29.0,Ab major,Ab:major
key,20.1,20.0,F minor,F:minor
key,25.1,20.0,Ab minor,Ab:minor
key,30.1,20.0,Ab major,Ab:major
key,35.1,11.0,Gb major,Gb:major
key,37.25,9.0,F minor,F:minor
key,40.1,20.0,Ab major,Ab:major
key,45.1,11.0,Gb major,Gb:major
key,47.25,20.0,F minor,F:minor
key,52.25,7.0,Ab major,Ab:major
key,54.2,6.0,F minor,F:minor
