type,time,duration,original,converted
chord,1.1,3.0,C minor:i,C:min
chord,2.1,3.0,C minor:i,C:min
chord,3.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,4.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,5.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,6.1,2.5,C minor:viio43/V,C:hdim7/b5
chord,6.35,0.5,C minor:i,C:min
chord,7.1,3.0,C minor:i,C:min
chord,8.1,2.0,C minor:V,G:maj
chord,8.3,1.0,C minor:iv6,Ab:min/b3
chord,9.1,2.0,F minor:i64,C:min/5
chord,9.3,1.0,F minor:V7,C:7
chord,10.1,3.0,F minor:i,F:min
chord,11.1,3.0,C minor:iv6,Ab:min/b3
chord,12.1,1.0,C minor:i64,G:min/5
chord,12.2,1.0,C minor:V,G:maj
chord,12.3,1.0,C minor:i6,Eb:min/b3
chord,13.1,2.0,C minor:i64,G:min/5
chord,13.3,1.0,C minor:V,G:maj
chord,14.1,3.0,C minor:i,C:min
chord,15.1,3.0,C minor:i,C:min
chord,16.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,17.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,18.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,19.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,20.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,21.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,22.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,23.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,24.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,25.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,26.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,27.1,2.5,C minor:viio43/V,C:hdim7/b5
chord,27.35,0.5,C minor:i,C:min
chord,28.1,3.0,C minor:i,C:min
chord,29.1,2.0,C minor:V,G:maj
chord,29.3,1.0,C minor:iv6,Ab:min/b3
chord,30.1,2.0,F minor:i64,C:min/5
chord,30.3,1.0,F minor:V7,C:7
chord,31.1,3.0,F minor:i,F:min
chord,32.1,1.0,C minor:iv6,Ab:min/b3
chord,32.2,2.0,C minor:bII6,F:maj/3
chord,33.1,1.0,C minor:i64,G:min/5
chord,33.2,1.0,C minor:V,G:maj
chord,33.3,1.0,C minor:i6,Eb:min/b3
chord,34.1,2.0,C minor:i64,G:min/5
chord,34.3,1.0,C minor:V,G:maj
chord,35.1,3.0,C minor:i,C:min
chord,36.1,3.0,C minor:i,C:min
chord,37.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,38.1,3.0,C minor:viio43/V,C:hdim7/b5
chord,39.1,3.0,C minor:viio43/V,C:hdim7/b5
key,1.1,24.0,C minor,C:minor
key,9.1,6.0,F minor,F:minor
key,11.1,57.0,C minor,C:minor
key,30.1,6.0,F minor,F:minor
key,32.1,24.0,C minor,C:minor
