type,time,duration,original,converted
chord,0.4,1.0,Ab major:I,Ab:maj
chord,1.1,2.0,Ab major:I,Ab:maj
chord,1.3,2.0,Ab major:I6,C:maj/3
chord,2.1,1.0,Ab major:iv7,Db:min7
chord,2.2,3.0,Ab major:ii6,Db:min/b3
chord,3.1,4.0,Ab major:V9,Eb:9
chord,4.1,4.0,Ab major:I,Ab:maj
chord,5.1,2.0,Ab major:I,Ab:maj
chord,5.3,2.0,Ab major:I6,C:maj/3
chord,6.1,2.0,Ab major:ii6,Db:min/b3
chord,6.3,2.0,Ab major:ii6,Db:min/b3
chord,7.1,4.0,Ab major:V,Eb:maj
chord,8.1,2.0,Ab major:V7,Eb:7
chord,8.3,2.0,Ab major:I6,C:maj/3
chord,9.1,2.0,Ab major:I,Ab:maj
chord,9.3,2.0,Ab major:V7/vi,C:7
chord,10.1,2.0,Ab major:vi,F:min
chord,10.3,2.0,Ab major:ii65,Db:min7/b3
chord,11.1,2.0,Ab major:Cad64,Eb:maj/5
chord,11.3,2.0,Ab major:V7,Eb:7
chord,12.1,4.0,Ab major:I,Ab:maj
chord,13.1,4.0,Ab major:V7/V,Bb:7
chord,14.1,4.0,Ab major:V,Eb:maj
chord,15.1,4.0,Ab major:V7/V,Bb:7
chord,16.1,3.0,Ab major:V,Eb:maj
chord,16.4,1.0,Ab major:V7,Eb:7
chord,17.1,2.0,Ab major:I,Ab:maj
chord,17.3,2.0,Ab major:V42/IV,Gb:7/b7
chord,18.1,4.0,Ab major:IV6,F:maj/3
chord,19.1,4.0,Ab major:Ger65,Fb:hdim7/b3
chord,20.1,4.0,Ab major:Cad64,Eb:maj/5
chord,21.1,4.0,Ab major:V7/vi,C:7
chord,22.1,2.0,Ab major:vi,F:min
chord,22.3,2.0,Ab major:ii6,Db:min/b3
chord,23.1,3.0,Ab major:Cad64,Eb:maj/5
chord,23.4,1.0,Ab major:Ger65/vi,Db:hdim7/b3
chord,24.1,2.0,Ab major:V/vi,C:maj
chord,24.3,2.0,Ab major:ii6,Db:min/b3
chord,25.1,3.0,Ab major:Cad64,Eb:maj/5
chord,25.4,0.5,Ab major:viio43/V,Ab:hdim7/b5
chord,25.45,0.5,Ab major:V7,Eb:7
chord,26.1,0.5,Ab major:I,Ab:maj
chord,26.15,1.5,Ab major:V7,Eb:7
chord,26.3,1.0,Ab major:Cad64,Eb:maj/5
chord,26.4,0.5,Ab major:viio43/V,Ab:hdim7/b5
chord,26.45,0.5,Ab major:V7,Eb:7
chord,27.1,4.0,Ab major:I,Ab:maj
key,0.4,109.0,Ab major,Ab:major
