type,time,duration,original,converted
chord,1.1,1.5,Ab major:I,Ab:maj
chord,1.2,1.5,Ab major:I[no3][add2][add4],Ab:sus4(9)
chord,2.1,1.5,Ab major:I,Ab:maj
chord,2.2,1.5,Ab major:V64,Bb:maj/5
chord,3.1,1.5,Ab major:I6,C:maj/3
chord,3.2,1.5,Ab major:IV,Db:maj
chord,4.1,1.5,F minor:It6,Db:dim/b3
chord,4.2,1.5,F minor:V[add6],C:maj(b6)
chord,5.1,2.0,F minor:i,F:min
chord,5.3,1.0,Ab major:V/V,Bb:maj
chord,5.4,0.5,Ab major:V,Eb:maj
chord,5.45,0.5,Ab major:V7,Eb:7
chord,6.1,1.5,Ab major:I,Ab:maj
chord,6.25,0.5,Ab major:V7/IV,Ab:7
chord,6.3,2.0,Ab major:IV,Db:maj
chord,7.1,1.0,Ab major:viio42/vi,Db:hdim7/b7
chord,7.2,1.0,Ab major:V42,Db:7/b7
chord,7.3,1.0,Ab major:I6,C:maj/3
chord,7.4,0.5,Ab major:vi,F:min
chord,7.45,0.5,Ab major:IV,Db:maj
chord,8.1,1.0,Ab major:Cad64,Eb:maj/5
chord,8.2,0.5,Ab major:V65/V,D:7/3
chord,8.25,0.5,Ab major:V7,Eb:7
chord,8.3,2.0,Ab major:I,Ab:maj
chord,9.1,2.0,Ab major:vi6,Ab:min/b3
chord,9.3,1.0,Ab major:I,Ab:maj
chord,9.4,0.5,Ab major:vi,F:min
chord,9.45,0.5,Ab major:IV,Db:maj
chord,10.1,1.0,Ab major:Cad64,Eb:maj/5
chord,10.2,1.0,Ab major:V42,Db:7/b7
chord,10.3,2.0,Ab major:I,Ab:maj
chord,11.1,4.0,Ab minor:i,Ab:min
chord,12.1,2.0,Ab minor:i,Ab:min
chord,12.3,2.0,Ab minor:i[no3][add2][add4],Ab:sus4(9)
chord,13.1,2.0,Ab minor:i,Ab:min
chord,13.3,2.0,Ab minor:i[no3][no5][add2][add4][add6],"Ab:(*3,4,*5,b6,9)"
chord,14.1,2.0,Ab minor:i,Ab:min
chord,14.3,2.0,Ab minor:iv,Db:min
chord,15.1,2.0,Ab minor:V65/V,D:7/3
chord,15.3,2.0,Ab minor:V,Eb:maj
chord,16.1,2.0,Ab minor:Fr43,"Fb:(3,b5,b7)/b5"
chord,16.3,2.0,Ab minor:V,Eb:maj
chord,17.1,2.0,Ab minor:Fr43,"Fb:(3,b5,b7)/b5"
chord,17.3,2.0,Ab minor:V,Eb:maj
chord,18.1,1.0,Ab minor:viio43,Db:hdim7/b5
chord,18.2,1.0,Ab minor:i6,Cb:min/b3
chord,18.3,1.0,Ab minor:V65,G:7/3
chord,18.4,0.5,Ab minor:i,Ab:min
chord,18.45,0.5,Ab minor:VI,Fb:maj
chord,19.1,1.0,Ab minor:iio6,Db:dim/b3
chord,19.2,1.0,Ab minor:V7,Eb:7
chord,19.3,2.0,Ab minor:i,Ab:min
chord,20.1,2.0,Ab minor:VI6,Ab:maj/3
chord,20.3,1.0,Ab minor:i,Ab:min
chord,20.4,0.5,Ab minor:VI,Fb:maj
chord,20.45,0.5,Ab minor:iiø65,Db:hdim7/b3
chord,21.1,1.0,Ab minor:Cad64,Eb:min/5
chord,21.2,1.0,Ab minor:V7,Eb:7
chord,21.3,2.0,Ab minor:I,Ab:maj
key,1.1,9.0,Ab major,Ab:major
key,4.1,5.0,F minor,F:minor
key,5.3,22.0,Ab major,Ab:major
key,11.1,44.0,Ab minor,Ab:minor
