type,time,duration,original,converted
chord,1.1,3.0,Eb major:I,Eb:maj
chord,2.1,3.0,Eb major:V7,Bb:7
chord,3.1,3.0,Eb major:I,Eb:maj
chord,4.1,3.0,Eb major:V7/IV,Eb:7
chord,5.1,3.0,Eb major:IV,Ab:maj
chord,6.1,3.0,Eb major:V7,Bb:7
chord,7.1,1.5,Eb major:I,Eb:maj
chord,7.2,1.5,Eb major:V6,D:maj/3
chord,8.1,1.5,Eb major:vi7,C:min7
chord,8.2,1.5,Eb major:IV6,C:maj/3
chord,9.1,3.0,Eb major:viio43/ii,Bb:hdim7/b5
chord,10.1,3.0,Eb major:ii6,Ab:min/b3
chord,11.1,3.0,Eb major:V42,Ab:7/b7
chord,12.1,1.5,Eb major:I6,G:maj/3
chord,12.2,1.5,Eb major:ii65,Ab:min7/b3
chord,13.1,1.5,Eb major:viio65/V,C:hdim7/b3
chord,13.2,1.5,Eb major:viio43/V,Eb:hdim7/b5
chord,14.1,1.5,Eb major:Cad64,Bb:maj/5
chord,14.2,1.5,Eb major:V7,Bb:7
chord,15.1,3.0,Eb major:I,Eb:maj
chord,16.1,3.0,Eb major:V6,D:maj/3
chord,17.1,3.0,Eb major:vi,C:min
chord,18.1,3.0,G minor:V6,F#:maj/3
chord,19.1,1.5,G minor:i,G:min
chord,19.2,1.5,G minor:viio7,F#:hdim7
chord,20.1,3.0,G minor:i,G:min
chord,21.1,3.0,F minor:viio65,G:hdim7/b3
chord,22.1,3.0,F minor:i6,Ab:min/b3
chord,23.1,2.0,F minor:i,F:min
chord,23.233333333333334,1.0,Eb major:iio,F:dim
chord,24.1,3.0,Eb major:V7,Bb:7
chord,25.1,1.5,Eb major:I6,G:maj/3
chord,25.2,1.5,Eb major:iiø65,Ab:hdim7/b3
chord,26.1,3.0,Eb major:V7,Bb:7
chord,27.1,3.0,Eb major:V7,Bb:7
chord,28.1,3.0,Eb major:V7,Bb:7
chord,29.1,3.0,Eb major:I,Eb:maj
chord,30.1,3.0,Eb major:V7/IV,Eb:7
chord,31.1,3.0,Eb major:IV,Ab:maj
chord,32.1,3.0,Eb major:V7,Bb:7
chord,33.1,1.5,Eb major:I,Eb:maj
chord,33.2,1.5,Eb major:V6,D:maj/3
chord,34.1,1.5,Eb major:vi7,C:min7
chord,34.2,1.5,Eb major:IV6,C:maj/3
chord,35.1,3.0,Eb major:viio43/ii,Bb:hdim7/b5
chord,36.1,3.0,Eb major:ii6,Ab:min/b3
chord,37.1,3.0,Eb major:V42,Ab:7/b7
chord,38.1,1.5,Eb major:I6,G:maj/3
chord,38.2,1.5,Eb major:ii65,Ab:min7/b3
chord,39.1,3.0,Eb major:viio7/V,A:hdim7
chord,40.1,1.5,Eb major:Cad64,Bb:maj/5
chord,40.2,1.5,Eb major:V7,Bb:7
chord,41.1,3.0,Eb major:I,Eb:maj
chord,42.1,3.0,Eb major:viio43/V,Eb:hdim7/b5
chord,43.1,3.0,Eb major:I,Eb:maj
chord,44.1,3.0,Eb major:V7,Bb:7
chord,45.1,3.0,Eb major:I,Eb:maj
key,1.1,51.0,Eb major,Eb:major
key,18.1,9.0,G minor,G:minor
key,21.1,8.0,F minor,F:minor
key,23.233333333333334,67.0,Eb major,Eb:major
