type,time,duration,original,converted
chord,1.1,2.0,Db major:V,Ab:maj
chord,1.3,1.0,Db major:I,Db:maj
chord,1.4,1.0,Db major:V7,Ab:7
chord,2.1,4.0,Db major:I,Db:maj
chord,3.1,1.0,Db major:I,Db:maj
chord,3.2,1.0,Db major:vi,Bb:min
chord,3.3,1.0,Ab major:Cad64,Eb:maj/5
chord,3.4,1.0,Ab major:V7,Eb:7
chord,4.1,4.0,Ab major:I,Ab:maj
chord,5.1,2.0,Ab major:viio43/ii,Eb:hdim7/b5
chord,5.3,2.0,Ab major:ii6,Db:min/b3
chord,6.1,1.0,Ab major:viio43,Db:hdim7/b5
chord,6.2,1.0,Ab major:I6,C:maj/3
chord,6.3,2.0,Ab major:V7,Eb:7
chord,7.1,2.0,Ab major:vi,F:min
chord,7.3,1.0,Ab major:ii6,Db:min/b3
chord,7.4,1.0,Ab major:V64/ii,C:maj/5
chord,8.1,2.0,Ab major:ii,Bb:min
chord,8.3,1.0,Ab major:Cad64,Eb:maj/5
chord,8.4,1.0,Ab major:V,Eb:maj
chord,9.1,4.0,Ab major:I,Ab:maj
chord,10.1,4.0,Db major:V,Ab:maj
chord,11.1,4.0,Db major:V7,Ab:7
chord,12.1,2.0,Db major:Cad64,Ab:maj/5
chord,12.3,2.0,Db major:V7,Ab:7
chord,13.1,2.0,Db major:I6,F:maj/3
chord,13.3,1.0,Db major:viio/V,G:dim
chord,13.4,1.0,Db major:viio7/V,G:hdim7
chord,14.1,2.0,Db major:Cad64,Ab:maj/5
chord,14.3,2.0,Db major:V7,Ab:7
chord,15.1,4.0,Db major:I,Db:maj
key,1.1,10.0,Db major,Db:major
key,3.3,26.0,Ab major,Ab:major
key,10.1,24.0,Db major,Db:major
