type,time,duration,original,converted
chord,1.1,3.0,A minor:i,A:min
chord,2.1,3.0,A minor:V4/3,B:7/5
chord,3.1,3.0,A minor:i,A:min
chord,4.1,3.0,A minor:V4/3,B:7/5
chord,5.1,3.0,A minor:i,A:min
chord,6.1,3.0,A minor:V6,G#:maj/3
chord,7.1,1.0,A minor:V6/4/VI,G:maj/5
chord,7.2,2.0,A minor:V4/3/VI,G:7/5
chord,8.1,3.0,A minor:VI,F:maj
chord,9.1,3.0,A minor:V6/4/VI,G:maj/5
chord,10.1,2.5,A minor:viio6/VI,G:dim/b3
chord,10.35,0.5,A minor:i,A:min
chord,11.1,3.0,A minor:i,A:min
chord,12.1,3.0,A minor:V4/3,B:7/5
chord,13.1,3.0,A minor:i,A:min
chord,14.1,3.0,A minor:V6,G#:maj/3
chord,15.1,3.0,A minor:V4/3/VI,G:7/5
chord,16.1,3.0,A minor:VI,F:maj
chord,17.1,3.0,A minor:V6/4/VI,G:maj/5
chord,18.1,3.0,A minor:viio6/VI,G:dim/b3
chord,19.1,3.0,A minor:iv,D:min
chord,20.1,2.5,A minor:V6/iv,C#:maj/3
chord,20.35,0.5,A minor:i6,C:min/b3
chord,21.1,3.0,A minor:v,E:min
chord,22.1,2.0,A minor:V6/V,D#:maj/3
chord,22.3,1.0,A minor:viio4/3,D:hdim7/b5
chord,23.1,3.0,A minor:i6,C:min/b3
chord,24.1,2.5,A minor:V6/5,G#:7/3
chord,24.35,0.5,A minor:i,A:min
chord,25.1,2.0,A minor:V,E:maj
chord,25.3,1.0,A minor:V7,E:7
chord,26.1,1.5,A minor:i,A:min
chord,26.25,1.0,A minor:V7/iv,A:7
chord,26.35,0.5,A minor:iv,D:min
chord,27.1,3.0,A minor:iv,D:min
chord,28.1,2.5,A minor:V6/iv,C#:maj/3
chord,28.35,0.5,A minor:i6,C:min/b3
chord,29.1,3.0,A minor:v,E:min
chord,30.1,2.5,A minor:V6/V,D#:maj/3
chord,30.35,0.5,A minor:viio4/3,D:hdim7/b5
chord,31.1,3.0,A minor:i6,C:min/b3
chord,32.1,2.0,A minor:V6,G#:maj/3
chord,32.3,1.0,A minor:i,A:min
chord,33.1,2.0,A minor:V,E:maj
chord,33.3,1.0,A minor:V7,E:7
chord,34.1,3.0,A minor:i,A:min
chord,35.1,3.0,A minor:i,A:min
chord,36.1,3.0,A minor:V6,G#:maj/3
chord,37.1,2.0,A minor:V6,G#:maj/3
chord,37.3,1.0,A minor:V6/5,G#:7/3
chord,38.1,3.0,A minor:i,A:min
chord,39.1,3.0,A minor:i,A:min
chord,40.1,2.0,A minor:V6,G#:maj/3
chord,40.3,1.0,A minor:i,A:min
chord,41.1,1.0,A minor:iv,D:min
chord,41.2,1.0,A minor:i6/4,E:min/5
chord,41.3,1.0,A minor:V,E:maj
chord,42.1,0.5,A minor:i,A:min
chord,42.15,0.5,A minor:It6,F:dim/b3
chord,42.2,0.5,A minor:V6,G#:maj/3
chord,42.25,0.5,A minor:It6,F:dim/b3
chord,42.3,0.5,A minor:V6,G#:maj/3
chord,42.35,0.5,A minor:i6,C:min/b3
chord,43.1,3.0,A minor:VImaj7,F:maj7
chord,44.1,0.5,A minor:V6/4,B:maj/5
chord,44.15,0.5,A minor:It6,F:dim/b3
chord,44.2,0.5,A minor:V6,G#:maj/3
chord,44.25,0.5,A minor:It6,F:dim/b3
chord,44.3,1.0,A minor:V6,G#:maj/3
chord,45.1,3.0,A minor:V,E:maj
chord,46.1,0.5,A minor:i,A:min
chord,46.15,0.5,A minor:Ger6/5,F:hdim7/b3
chord,46.2,0.5,A minor:V6,G#:maj/3
chord,46.25,0.5,A minor:Ger6/5,F:hdim7/b3
chord,46.3,0.5,A minor:V6,G#:maj/3
chord,46.35,0.5,A minor:i,A:min
chord,47.1,2.0,A minor:V6,G#:maj/3
chord,47.3,0.5,A minor:V6/5,G#:7/3
chord,47.35,0.5,A minor:i,A:min
chord,48.1,1.0,Gb major:ii,Ab:min
chord,48.2,1.0,Gb major:V7,Db:7
chord,48.3,1.0,Gb major:I,Gb:maj
chord,49.1,1.0,Gb major:IV,Cb:maj
chord,49.2,1.0,Gb major:I6/4,Db:maj/5
chord,49.3,1.0,Gb major:V,Db:maj
chord,50.1,3.0,Gb major:I,Gb:maj
chord,51.1,3.0,Gb major:I,Gb:maj
chord,52.1,2.0,Gb major:I,Gb:maj
chord,52.3,1.0,Gb major:I6,Bb:maj/3
chord,53.1,3.0,Gb major:viio6,Ab:dim/b3
chord,54.1,3.0,Gb major:I,Gb:maj
chord,55.1,2.5,Gb major:V6,F:maj/3
chord,55.35,0.5,Gb major:viio6/4/IV,Fb:dim/b5
chord,56.1,1.0,Gb major:IV6,Eb:maj/3
chord,56.2,1.0,Gb major:viiø2,Eb:hdim7/b7
chord,56.3,1.0,Gb major:V4/3,Ab:7/5
chord,57.1,0.5,Gb major:ii6,Cb:min/b3
chord,57.15,0.5,Gb major:viio6/4,Cb:dim/b5
chord,57.2,0.5,Gb major:I6,Bb:maj/3
chord,57.25,0.5,Gb major:IV,Cb:maj
chord,57.3,1.0,Gb major:I,Gb:maj
chord,58.1,2.0,Gb major:ii6/5,Cb:min7/b3
chord,58.3,1.0,E minor:iv6/5,C:min7/b3
chord,59.1,2.0,E minor:V,B:maj
chord,59.3,1.0,E minor:i6/4,B:min/5
chord,60.1,2.0,E minor:iv7,A:min7
chord,60.3,1.0,E minor:VI,C:maj
chord,61.1,2.0,E minor:V,B:maj
chord,61.3,1.0,E minor:VImaj7,C:maj7
chord,62.1,2.0,E minor:i6,G:min/b3
chord,62.3,1.0,E minor:VI,C:maj
chord,63.1,2.0,E minor:VI,C:maj
chord,63.3,1.0,E minor:VI,C:maj
chord,64.1,2.0,E minor:VI,C:maj
chord,64.3,1.0,E minor:i6/4,B:min/5
chord,65.1,2.0,E minor:i6/4,B:min/5
chord,65.3,1.0,E minor:iv,A:min
chord,66.1,2.0,E minor:iv,A:min
chord,66.3,1.0,E minor:i6,G:min/b3
chord,67.1,3.0,E minor:i6,G:min/b3
chord,68.1,3.0,E minor:i6,G:min/b3
chord,69.1,2.0,E minor:iv,A:min
chord,69.3,1.0,E minor:viio7,D#:hdim7
chord,70.1,3.0,E minor:i6/4,B:min/5
chord,71.1,1.0,E minor:viio6,F#:dim/b3
chord,71.2,1.0,E minor:i6,G:min/b3
chord,71.3,1.0,E minor:VI,C:maj
chord,72.1,2.0,E minor:VI,C:maj
chord,72.3,1.0,E minor:i6/4,B:min/5
chord,73.1,2.0,E minor:i6/4,B:min/5
chord,73.3,1.0,E minor:iv,A:min
chord,74.1,2.0,E minor:iv,A:min
chord,74.3,1.0,E minor:i6,G:min/b3
chord,75.1,2.0,E minor:i6,G:min/b3
chord,75.3,1.0,E minor:VI,C:maj
chord,76.1,3.0,E minor:VI,C:maj
chord,77.1,3.0,E minor:II,F#:maj
chord,78.1,3.0,C major:ii6,F:min/b3
chord,79.1,1.0,C major:viio6,D:dim/b3
chord,79.2,1.5,C major:viio,B:dim
chord,79.35,0.5,C major:viio6/V,A:dim/b3
chord,80.1,3.0,C major:V,G:maj
chord,81.1,2.0,C major:I,C:maj
chord,81.3,1.0,C major:iii,E:min
chord,82.1,3.0,C major:IV,F:maj
chord,83.1,1.0,A minor:It6,F:dim/b3
chord,83.2,1.0,A minor:V,E:maj
chord,83.3,1.0,A minor:V7,E:7
chord,84.1,3.0,A minor:i6/4,E:min/5
chord,85.1,1.0,A minor:i6/4,E:min/5
chord,85.2,1.0,A minor:V,E:maj
chord,85.3,1.0,A minor:V2,D:7/b7
chord,86.1,1.0,A minor:viio7/ii,A#:hdim7
chord,86.2,1.0,A minor:IV,D:maj
chord,86.3,1.0,A minor:iiø2/III,C:hdim7/b7
chord,87.1,1.0,A minor:viio7/III,B:hdim7
chord,87.2,1.0,A minor:III,C:maj
chord,87.3,1.0,A minor:IIImaj2,B:maj7/7
chord,88.1,1.0,A minor:i7,A:min7
chord,88.2,1.0,A minor:iio,B:dim
chord,88.3,1.0,A minor:iiø2,A:hdim7/b7
chord,89.1,1.0,A minor:V6/5,G#:7/3
chord,89.2,1.0,A minor:i,A:min
chord,89.3,1.0,A minor:V7,E:7
chord,90.1,3.0,A minor:i,A:min
chord,91.1,3.0,A minor:V4/3,B:7/5
chord,92.1,3.0,A minor:i,A:min
chord,93.1,3.0,A minor:V4/3,B:7/5
chord,94.1,3.0,A minor:i,A:min
chord,95.1,3.0,A minor:V6,G#:maj/3
chord,96.1,1.0,A minor:V6/4/VI,G:maj/5
chord,96.2,2.0,A minor:V4/3/VI,G:7/5
chord,97.1,3.0,A minor:VI,F:maj
chord,98.1,3.0,A minor:V6/4/VI,G:maj/5
chord,99.1,2.5,A minor:V/III,G:maj
chord,99.35,0.5,A minor:i,A:min
chord,100.1,3.0,A minor:i,A:min
chord,101.1,3.0,A minor:V4/3,B:7/5
chord,102.1,3.0,A minor:i,A:min
chord,103.1,3.0,A minor:V6,G#:maj/3
chord,104.1,3.0,A minor:viio6/VI,G:dim/b3
chord,105.1,3.0,A minor:VI,F:maj
chord,106.1,3.0,A minor:III6/4,G:maj/5
chord,107.1,2.5,A minor:V/III,G:maj
chord,107.35,0.5,A minor:iv,D:min
chord,108.1,3.0,A minor:iv,D:min
chord,109.1,3.0,A minor:V6/iv,C#:maj/3
chord,110.1,3.0,A minor:v,E:min
chord,111.1,2.5,A minor:V6/V,D#:maj/3
chord,111.35,0.5,A minor:viio4/3,D:hdim7/b5
chord,112.1,3.0,A minor:i6,C:min/b3
chord,113.1,1.0,A minor:V6,G#:maj/3
chord,113.2,1.0,A minor:V6/5,G#:7/3
chord,113.3,1.0,A minor:i,A:min
chord,114.1,3.0,A minor:V,E:maj
chord,115.1,1.5,A minor:i,A:min
chord,115.25,1.0,A minor:V7/iv,A:7
chord,115.35,0.5,A minor:iv,D:min
chord,116.1,3.0,A minor:iv,D:min
chord,117.1,3.0,A minor:V6/iv,C#:maj/3
chord,118.1,3.0,A minor:v,E:min
chord,119.1,2.5,A minor:V6/v,D#:maj/3
chord,119.35,0.5,A minor:viio4/3,D:hdim7/b5
chord,120.1,3.0,A minor:i6,C:min/b3
chord,121.1,2.0,A minor:V6,G#:maj/3
chord,121.3,1.0,A minor:i,A:min
chord,122.1,3.0,A minor:V,E:maj
chord,123.1,1.0,A minor:i,A:min
chord,123.2,2.0,A minor:VI,F:maj
chord,124.1,3.0,A minor:V6/5/VI,E:7/3
chord,125.1,3.0,A minor:III6,E:maj/3
chord,126.1,3.0,A minor:III6,E:maj/3
chord,127.1,3.0,A minor:III6,E:maj/3
