type,time,duration,original,converted
chord,0.4,1.0,F minor:i,F:min
chord,1.1,2.0,F minor:i,F:min
chord,1.3,2.0,F minor:VI6,F:maj/3
chord,2.1,4.0,F minor:i,F:min
chord,3.1,2.0,F minor:iiø65,Bb:hdim7/b3
chord,3.3,2.0,F minor:viio7/V,B:hdim7
chord,4.1,4.0,F minor:V,C:maj
chord,5.1,2.0,F minor:V7,C:7
chord,5.3,2.0,F minor:V9,C:7(b9)
chord,6.1,2.0,F minor:V7,C:7
chord,6.3,2.0,F minor:viio43,Bb:hdim7/b5
chord,7.1,1.0,F minor:i6,Ab:min/b3
chord,7.2,1.0,F minor:iv,Bb:min
chord,7.3,1.0,F minor:Cad64,C:min/5
chord,7.4,1.0,F minor:V7,C:7
chord,8.1,4.0,F minor:i,F:min
key,0.4,33.0,F minor,F:minor
