type,time,duration,original,converted
chord,0.25,0.5,A major:V,E:maj
chord,1.1,2.0,A major:I,A:maj
chord,2.1,2.0,A major:V6,G#:maj/3
chord,3.1,1.0,A major:I,A:maj
chord,3.2,0.5,A major:viio6,B:dim/b3
chord,3.25,0.5,A major:I,A:maj
chord,4.1,1.5,A major:V,E:maj
chord,4.25,0.5,A major:V,E:maj
chord,5.1,2.0,A major:I,A:maj
chord,6.1,2.0,A major:V6,G#:maj/3
chord,7.1,1.0,A major:I,A:maj
chord,7.2,0.5,A major:viio6,B:dim/b3
chord,7.25,0.5,A major:I,A:maj
chord,8.1,1.5,A major:V,E:maj
chord,8.25,0.5,A major:V,E:maj
chord,9.1,2.0,A major:V6/V,D#:maj/3
chord,10.1,2.0,A major:V,E:maj
chord,11.1,2.0,A major:V6/V,D#:maj/3
chord,12.1,1.5,A major:V,E:maj
chord,12.25,0.5,A major:V6,G#:maj/3
chord,13.1,1.0,A major:IV/V,A:maj
chord,13.2,1.0,A major:V/V,B:maj
chord,14.1,2.0,A major:I6/V,G#:maj/3
chord,15.1,1.0,A major:IV/V,A:maj
chord,15.2,1.0,A major:V/V,B:maj
chord,16.1,2.0,A major:I6/V,G#:maj/3
chord,17.1,1.0,A major:IV/V,A:maj
chord,17.2,1.0,A major:V/V,B:maj
chord,18.1,2.0,A major:I6/V,G#:maj/3
chord,19.1,1.0,A major:IV/V,A:maj
chord,19.2,1.0,A major:V/V,B:maj
chord,20.1,1.0,A major:I6/V,G#:maj/3
chord,20.2,1.0,A major:V65/V,D#:7/3
chord,21.1,1.0,A major:I/V,E:maj
chord,21.2,1.0,A major:V/V,B:maj
chord,22.1,2.0,A major:V/V,B:maj
chord,23.1,1.5,A major:I/V,E:maj
chord,23.25,0.5,A major:V,E:maj
chord,24.1,1.0,A major:V,E:maj
chord,24.2,1.0,A major:V6/ii,A#:maj/3
chord,25.1,1.0,A major:ii,B:min
chord,25.2,1.0,A major:V6,G#:maj/3
chord,26.1,2.0,A major:I,A:maj
chord,27.1,1.5,A major:V,E:maj
chord,27.25,0.5,A major:V,E:maj
chord,28.1,2.0,A major:I,A:maj
chord,29.1,2.0,A major:V6,G#:maj/3
chord,30.1,2.0,A major:I,A:maj
