type,time,duration,original,converted
chord,1.1,2.0,B minor:i,B:min
chord,1.3,2.0,B minor:V6,A#:maj/3
chord,2.1,2.0,B minor:V,F#:maj
chord,2.3,2.0,B minor:V6/5,A#:7/3
chord,3.1,2.0,B minor:iio,C#:dim
chord,3.3,2.0,B minor:iio6/5,E:hdim7/b3
chord,4.1,1.0,B minor:i6,D:min/b3
chord,4.2,2.0,B minor:i,B:min
chord,4.4,1.0,B minor:V6,A#:maj/3
chord,5.1,2.0,B minor:i,B:min
chord,5.3,2.0,B minor:V,F#:maj
chord,6.1,2.0,B minor:i6,D:min/b3
chord,6.3,2.0,B minor:#vio6/5,B#:hdim7/b3
chord,7.1,1.0,B minor:V,F#:maj
chord,7.2,1.0,B minor:V6/5,A#:7/3
chord,7.3,1.0,B minor:i,B:min
chord,7.4,1.0,Ab major:ii6/5,Db:min7/b3
chord,8.1,2.0,Ab major:V7,Eb:7
chord,8.3,2.0,Ab major:V4/3,Bb:7/5
chord,9.1,2.5,Ab major:V4/3,Bb:7/5
chord,9.35,0.5,Ab major:V2,Db:7/b7
chord,9.4,1.0,Ab major:I6,C:maj/3
chord,10.1,0.5,Ab major:IV,Db:maj
chord,10.15,2.0,Ab major:V6/5/V,D:7/3
chord,10.35,0.5,Ab major:I6/4,Eb:maj/5
chord,10.4,1.0,Ab major:V7,Eb:7
chord,11.1,1.0,Ab major:V7/IV,Ab:7
chord,11.2,2.0,Ab major:iiio2,Bbb:hdim7/b7
chord,11.4,1.0,Ab major:I,Ab:maj
key,1.1,27.0,B minor,B:minor
key,7.4,17.0,Ab major,Ab:major
