type,time,duration,original,converted
chord,0.3,0.5,Ab major:I,Ab:maj
chord,1.1,1.5,Ab major:I,Ab:maj
chord,2.1,1.5,Ab major:V43,Bb:7/5
chord,3.1,1.0,Ab major:I6,C:maj/3
chord,3.3,0.5,Ab major:V6,G:maj/3
chord,4.1,0.5,Ab major:I,Ab:maj
chord,4.2,1.0,Ab major:V,Eb:maj
chord,5.1,1.0,Ab major:IV6,F:maj/3
chord,5.3,0.5,Ab major:I64,Eb:maj/5
chord,6.1,0.5,Ab major:V65/V,D:7/3
chord,6.2,0.5,Ab major:viio64,Db:dim/b5
chord,6.3,0.5,Ab major:I6,C:maj/3
chord,7.1,0.5,Ab major:vi,F:min
chord,7.2,0.5,Ab major:viio7,G:hdim7
chord,7.3,0.5,Ab major:I,Ab:maj
chord,8.1,0.5,Ab major:viio42/viio,Eb:hdim7/b7
chord,8.2,1.0,Ab major:V,Eb:maj
chord,9.1,1.5,Ab major:I,Ab:maj
chord,10.1,1.5,Ab major:V43,Bb:7/5
chord,11.1,1.0,Ab major:I6,C:maj/3
chord,11.3,0.5,Ab major:V6,G:maj/3
chord,12.1,0.5,Ab major:I,Ab:maj
chord,12.2,1.0,Ab major:V,Eb:maj
chord,13.1,1.0,Ab major:IV6,F:maj/3
chord,13.3,0.5,Ab major:I64,Eb:maj/5
chord,14.1,0.5,Ab major:V65/V,D:7/3
chord,14.2,0.5,Ab major:viio64,Db:dim/b5
chord,14.3,0.5,Ab major:I6,C:maj/3
chord,15.1,0.5,Ab major:I6,C:maj/3
chord,15.2,0.5,Ab major:I64,Eb:maj/5
chord,15.3,0.5,Ab major:V7,Eb:7
chord,16.1,1.5,Ab major:I,Ab:maj
chord,17.1,1.5,Ab major:V7/ii,F:7
chord,18.1,1.5,Ab major:ii,Bb:min
chord,19.1,1.5,Ab major:V7,Eb:7
chord,20.1,1.5,Ab major:I,Ab:maj
chord,21.1,0.5,Ab major:I,Ab:maj
chord,21.2,0.5,Ab major:viio42/iii,Ab:hdim7/b7
chord,21.3,0.5,Ab major:viio65/vi,G:hdim7/b3
chord,22.1,0.5,Ab major:vi6,Ab:min/b3
chord,22.2,0.5,Ab major:V6/vi,E:maj/3
chord,22.3,0.5,Ab major:vi,F:min
chord,23.1,1.0,Eb major:I64,Bb:maj/5
chord,23.3,0.5,Eb major:viio7/vi,B:hdim7
chord,24.1,0.5,Eb major:vi,C:min
chord,24.2,0.5,Eb major:IV,Ab:maj
chord,24.3,0.5,Eb major:V6/V,A:maj/3
chord,25.1,1.0,Eb major:I64,Bb:maj/5
chord,25.3,0.5,Eb major:V7,Bb:7
chord,26.1,0.5,Eb major:I,Eb:maj
chord,26.2,0.5,Ab major:viio6/V,F:dim/b3
chord,26.3,0.5,Ab major:V65,G:7/3
chord,27.1,1.5,Ab major:I,Ab:maj
chord,28.1,1.5,Ab major:V43,Bb:7/5
chord,29.1,1.0,Ab major:I6,C:maj/3
chord,29.3,0.5,Ab major:V6,G:maj/3
chord,30.1,0.5,Ab major:I,Ab:maj
chord,30.2,1.0,Ab major:V,Eb:maj
chord,31.1,1.0,Ab major:IV6,F:maj/3
chord,31.3,0.5,Ab major:I64,Eb:maj/5
chord,32.1,0.5,Ab major:viio/V,D:dim
chord,32.2,0.5,Ab major:viio64,Db:dim/b5
chord,32.3,0.5,Ab major:I6,C:maj/3
chord,33.1,0.5,Ab major:I6,C:maj/3
chord,33.2,0.5,Ab major:I64,Eb:maj/5
chord,33.3,0.5,Ab major:V7,Eb:7
chord,34.1,1.0,Ab major:I,Ab:maj
chord,34.3,0.5,Ab major:I,Ab:maj
chord,35.1,1.5,Ab major:I,Ab:maj
chord,36.1,1.5,Ab major:V43,Bb:7/5
chord,37.1,1.0,Ab major:I6,C:maj/3
chord,37.3,0.5,Ab major:V6,G:maj/3
chord,38.1,0.5,Ab major:I,Ab:maj
chord,38.2,1.0,Ab major:V,Eb:maj
chord,39.1,1.0,Ab major:IV6,F:maj/3
chord,39.3,0.5,Ab major:I64,Eb:maj/5
chord,40.1,0.5,Ab major:V65/V,D:7/3
chord,40.2,0.5,Ab major:viiø43,Db:hdim7/b5
chord,40.3,0.5,Ab major:I6,C:maj/3
chord,41.1,0.5,Ab major:IV6,F:maj/3
chord,41.2,0.5,Ab major:viio7,G:hdim7
chord,41.3,0.5,Ab major:I,Ab:maj
chord,42.1,0.5,Ab major:viio42/viio,Eb:hdim7/b7
chord,42.2,1.0,Ab major:V,Eb:maj
chord,43.1,1.5,Ab major:I,Ab:maj
chord,44.1,1.5,Ab major:V43,Bb:7/5
chord,45.1,1.0,Ab major:I6,C:maj/3
chord,45.3,0.5,Ab major:V6,G:maj/3
chord,46.1,0.5,Ab major:I,Ab:maj
chord,46.2,1.0,Ab major:V,Eb:maj
chord,47.1,1.0,Ab major:IV6,F:maj/3
chord,47.3,0.5,Ab major:I64,Eb:maj/5
chord,48.1,0.5,Ab major:V65/V,D:7/3
chord,48.2,0.5,Ab major:viiø43,Db:hdim7/b5
chord,48.3,0.5,Ab major:I6,C:maj/3
chord,49.1,1.0,Ab major:I64,Eb:maj/5
chord,49.3,0.5,Ab major:V7,Eb:7
chord,50.1,1.5,Ab major:I,Ab:maj
