type,time,duration,original,converted
chord,0.3,1.0,Bb major:I,Bb:maj
chord,1.1,1.5,Bb major:V6,A:maj/3
chord,1.25,0.5,Bb major:V2/IV,Ab:7/b7
chord,1.3,0.5,Bb major:IV6,G:maj/3
chord,1.35,0.5,Bb major:ii,C:min
chord,2.1,1.0,Bb major:I6,D:maj/3
chord,2.2,1.0,Bb major:V,F:maj
chord,2.3,1.0,Bb major:I,Bb:maj
chord,3.1,1.5,Bb major:V4/3,C:7/5
chord,3.25,0.5,Bb major:viio6/5/ii,D:hdim7/b3
chord,3.3,0.5,Bb major:ii6,Eb:min/b3
chord,3.35,0.5,Bb major:V7,F:7
chord,4.1,1.0,Bb major:V7,F:7
chord,4.2,1.5,Bb major:I,Bb:maj
chord,4.35,0.5,Bb major:V6,A:maj/3
chord,5.1,1.0,Bb major:V6,A:maj/3
chord,5.2,1.5,Bb major:vi7,G:min7
chord,5.35,0.5,Bb major:V4/3/V,G:7/5
chord,6.1,1.0,Bb major:V4/3/V,G:7/5
chord,6.2,1.5,Bb major:V7/V,C:7
chord,6.35,0.5,Bb major:V,F:maj
chord,7.1,3.0,Bb major:V,F:maj
chord,8.1,1.0,Bb major:V6/5/ii,B:7/3
chord,8.2,0.5,Bb major:ii,C:min
chord,8.25,0.5,Bb major:V6/ii,B:maj/3
chord,8.3,0.5,Bb major:ii,C:min
chord,8.35,0.5,Bb major:V2/V,Bb:7/b7
chord,9.1,1.5,Bb major:V6,A:maj/3
chord,9.25,1.0,Bb major:V,F:maj
chord,9.35,0.5,Bb major:V/vi,D:maj
chord,10.1,0.5,Bb major:IV,Eb:maj
chord,10.15,0.5,Bb major:viio/ii,B:dim
chord,10.2,0.5,Bb major:ii,C:min
chord,10.25,0.5,Bb major:viio6/ii,D:dim/b3
chord,10.3,0.5,Bb major:ii6,Eb:min/b3
chord,10.35,0.5,Bb major:viio/V,E:dim
chord,11.1,0.5,Bb major:viio/V,E:dim
chord,11.15,0.5,Bb major:V,F:maj
chord,11.2,0.5,Bb major:V2,Eb:7/b7
chord,11.25,0.5,Bb major:I6,D:maj/3
chord,11.3,0.5,Bb major:V6/5/IV,D:7/3
chord,11.35,0.5,Bb major:viio6/5/ii,D:hdim7/b3
chord,12.1,0.5,Bb major:ii6,Eb:min/b3
chord,12.15,0.5,Bb major:V6/5/V,E:7/3
chord,12.2,0.5,Bb major:v,F:min
chord,12.25,0.5,Bb major:V4/3/V,G:7/5
chord,12.3,0.5,Bb major:v6,Ab:min/b3
chord,12.35,0.5,Bb major:viio7,A:hdim7
chord,13.1,0.5,Bb major:viio7,A:hdim7
chord,13.15,0.5,Bb major:I6/4,F:maj/5
chord,13.2,0.5,Bb major:viio4/3,Eb:hdim7/b5
