type,time,duration,original,converted
chord,0.26666666666666666,0.5,Eb minor:V,Bb:maj
chord,1.1,3.0,Eb minor:V,Bb:maj
chord,2.1,3.0,Eb minor:V,Bb:maj
chord,3.1,1.0,Eb minor:V,Bb:maj
chord,3.1666666666666665,0.5,Eb minor:i,Eb:min
chord,3.2,0.75,Eb minor:V7[no5],"Bb:(3,*5,b7)"
chord,3.25,0.25,Eb minor:i64,Bb:min/5
chord,3.2666666666666666,0.5,Eb minor:V,Bb:maj
chord,4.1,2.5,Eb minor:i,Eb:min
chord,4.266666666666667,0.5,Cb major:V43[no3],"Db:(*3,5,b7)/5"
chord,5.1,3.0,Cb major:V43[no3],"Db:(*3,5,b7)/5"
chord,6.1,1.0,Cb major:I6,Eb:maj/3
chord,6.166666666666667,0.5,Cb major:I,Cb:maj
chord,6.2,0.75,Cb major:V43,Db:7/5
chord,6.25,0.25,Cb major:I,Cb:maj
chord,6.266666666666667,0.5,Cb major:V6,Bb:maj/3
chord,7.1,3.0,Cb major:I,Cb:maj
chord,8.1,3.0,Cb major:III+/vi,Cb:aug
chord,9.1,1.5,Cb major:III+/vi,Cb:aug
chord,9.2,1.5,Cb major:vi6,Cb:min/b3
chord,10.1,3.0,Cb major:vi6,Cb:min/b3
chord,11.1,1.0,Eb minor:viio,D:dim
chord,11.166666666666666,0.5,Eb minor:VI,Cb:maj
chord,11.2,1.5,Eb minor:V,Bb:maj
chord,12.1,3.0,Eb minor:V,Bb:maj
chord,13.1,3.0,Eb minor:V,Bb:maj
chord,14.1,1.0,Eb minor:V,Bb:maj
chord,14.166666666666666,0.5,Eb minor:i,Eb:min
chord,14.2,0.75,Eb minor:V7[no5],"Bb:(3,*5,b7)"
chord,14.25,0.25,Eb minor:i64,Bb:min/5
chord,14.266666666666667,0.5,Eb minor:V,Bb:maj
chord,15.1,2.5,Eb minor:i,Eb:min
chord,15.266666666666667,0.5,Cb major:V43[no3],"Db:(*3,5,b7)/5"
chord,16.1,3.0,Cb major:V43[no3],"Db:(*3,5,b7)/5"
chord,17.1,1.0,Cb major:I6,Eb:maj/3
chord,17.166666666666668,0.5,Cb major:I,Cb:maj
chord,17.2,0.75,Cb major:V43,Db:7/5
chord,17.25,0.25,Cb major:I,Cb:maj
chord,17.266666666666666,0.5,Cb major:V6,Bb:maj/3
chord,18.1,3.0,Cb major:I,Cb:maj
chord,19.1,3.0,Cb major:III+/vi,Cb:aug
chord,20.1,1.5,Cb major:III+/vi,Cb:aug
chord,20.2,1.5,Cb major:vi6,Cb:min/b3
chord,21.1,3.0,Cb major:vi6,Cb:min/b3
chord,22.1,1.0,Eb minor:iio,F:dim
chord,22.166666666666668,0.5,Eb minor:VI,Cb:maj
chord,22.2,1.0,Eb minor:V,Bb:maj
chord,22.266666666666666,0.5,Eb minor:i,Eb:min
chord,23.1,3.0,Eb minor:i,Eb:min
chord,24.1,1.5,Eb minor:iv,Ab:min
chord,24.2,1.5,Eb minor:i,Eb:min
chord,25.1,3.0,Eb minor:i,Eb:min
chord,26.1,1.5,Eb minor:iv,Ab:min
chord,26.2,1.5,Eb minor:i,Eb:min
chord,27.1,1.5,Eb minor:i,Eb:min
chord,27.2,1.5,Db major:V7,Ab:7
chord,28.1,3.0,Db major:I,Db:maj
chord,29.1,1.5,Db major:bII6#5,Gb:maj7/3
chord,29.2,1.5,Db major:V65/V,G:7/3
chord,30.1,1.5,Db major:i64,Ab:min/5
chord,30.2,1.5,Db major:V+64/IV,A:aug/#5
chord,31.1,1.5,Db major:IV6,Bb:maj/3
chord,31.2,1.5,Ab minor:iv64,Ab:min/5
chord,32.1,3.0,Ab minor:V65,G:7/3
chord,33.1,1.5,Ab minor:V65,G:7/3
chord,33.2,1.5,Ab minor:i,Ab:min
chord,34.1,3.0,Ab minor:i,Ab:min
chord,35.1,1.0,Ab minor:i,Ab:min
chord,35.166666666666664,0.5,Eb minor:i64,Bb:min/5
chord,35.2,0.75,Eb minor:V7[no3],"Bb:(*3,5,b7)"
chord,35.25,0.25,Eb minor:i64,Bb:min/5
chord,35.266666666666666,0.5,Eb minor:V,Bb:maj
chord,36.1,3.0,Eb minor:i,Eb:min
chord,37.1,2.5,Eb minor:i,Eb:min
chord,37.266666666666666,0.5,Eb minor:V,Bb:maj
chord,38.1,3.0,Eb minor:i,Eb:min
key,0.26666666666666666,12.0,Eb minor,Eb:minor
key,4.266666666666667,18.5,Cb major,Cb:major
key,11.1,14.5,Eb minor,Eb:minor
key,15.266666666666667,18.5,Cb major,Cb:major
key,22.1,16.5,Eb minor,Eb:minor
key,27.2,12.0,Db major,Db:major
key,31.2,11.5,Ab minor,Ab:minor
key,35.166666666666664,11.0,Eb minor,Eb:minor
