key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
F#	[2.25, 17.5, 8.5, 3.25, 1.25, 4.75, 15.0, 4.25, 4.25, 0.75, 4.0, 5.0]	0.0	27.0	27.0	1	9	8
B	[7.75, 29.75, 7.75, 14.75, 19.25, 13.25, 43.5, 8.0, 14.33, 8.25, 21.34, 31.33]	27.0	79.0	52.0	10	27	17
Bb	[0.75, 1.25, 1.25, 1.0, 0.0, 7.5, 0.0, 0.0, 0.0, 1.5, 4.0, 0.25]	79.0	83.0	4.0	27	28	1
F#	[3.0, 23.25, 12.75, 3.25, 1.25, 5.75, 25.5, 3.25, 5.5, 1.75, 6.25, 5.75]	83.0	114.0	31.0	28	38	10
B	[9.25, 26.75, 11.0, 12.5, 20.25, 14.75, 45.25, 7.25, 15.83, 8.25, 17.84, 31.08]	114.0	166.0	52.0	39	56	17
Bb	[0.75, 2.75, 2.0, 1.0, 0.0, 11.0, 0.0, 0.0, 0.0, 2.5, 2.25, 0.5]	166.0	170.0	4.0	56	57	1
F#	[4.5, 30.75, 11.25, 5.0, 0.5, 1.75, 46.0, 2.0, 3.75, 1.5, 29.25, 5.5]	170.0	199.0	29.0	57	67	10
