key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
a	[4.5, 0.0, 1.0, 0.0, 7.0, 0.0, 0.0, 0.0, 2.0, 8.0, 0.0, 3.0]	0.0	6.0	6.0	0	2	2
C	[6.0, 0.0, 3.5, 0.0, 6.0, 6.0, 0.0, 7.0, 0.0, 2.5, 0.0, 0.5]	6.0	14.0	8.0	2	5	3
a	[7.0, 2.0, 11.0, 0.0, 19.5, 6.5, 0.0, 2.0, 6.5, 17.5, 0.0, 4.5]	14.0	35.0	21.0	5	12	7
