key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
g	[3.25, 0.0, 10.25, 2.5, 0.0, 0.0, 2.5, 10.75, 0.0, 3.5, 4.75, 0.0]	0.0	16.0	16.0	0	7	7
c	[4.75, 1.25, 2.0, 2.5, 0.0, 1.5, 0.0, 5.25, 0.25, 0.0, 0.0, 2.5]	16.0	23.0	7.0	8	11	3
Bb	[1.75, 0.0, 1.0, 3.5, 0.0, 3.0, 0.25, 3.25, 0.0, 5.25, 4.0, 0.0]	23.0	32.0	9.0	11	15	4
g	[7.5, 1.25, 21.24, 4.5, 0.0, 0.25, 4.75, 22.5, 0.5, 9.87, 16.37, 0.5]	32.0	58.0	25.99	16	29	13
