type,time,duration,original,converted
chord,3.016326530612245,20.173469387755105,NC,N
chord,23.410204081632653,12.163265306122451,Db/Ab,Db:maj/5
chord,36.683174603174606,33.52702947845805,NC,N
key,3.016326530612245,68.14693877551021,,N
