type,time,duration,original,converted
chord,6.6959183673469385,0.4906575963718822,Bb-6,Bb:min6
chord,7.30702947845805,0.4256235827664394,C-7,C:min7
chord,7.907845804988662,0.3236281179138327,F79b,F:7(b9)
chord,8.655238095238095,0.11823129251700593,Bb-6,Bb:min6
chord,10.669569160997732,0.42666666666666764,Bb-6,Bb:min6
chord,11.222494331065759,0.3874829931972794,Cm7b5,C:hdim7
chord,11.740816326530613,0.41918367346938723,F79b,F:7(b9)
chord,12.358820861678005,0.19446712018140566,Bb-6,Bb:min6
chord,13.789750566893424,0.2873469387755101,F+7,F:aug(b7)
chord,14.17142857142857,0.9755102040816332,Bb-6,Bb:min6
chord,15.256961451247166,0.31038548752834316,C-7,C:min7
chord,16.013061224489796,0.0,F79b,F:7(b9)
chord,16.149478458049888,0.8605895691609966,Bb-6,Bb:min6
chord,17.145034013605443,0.4426303854875293,C-7,C:min7
chord,17.722448979591835,0.3325170068027212,F79b,F:7(b9)
chord,18.26249433106576,0.8257596371882094,Bb-6,Bb:min6
chord,19.191292517006804,0.32943310657596214,C-7,C:min7
chord,19.65714285714286,0.37587301587301525,F79b,F:7(b9)
chord,20.159274376417233,0.39174603174603106,Bb-6,Bb:min6
chord,22.095238095238095,0.3945578231292508,F-7,F:min7
chord,22.935510204081634,0.8692970521541952,Bb7,Bb:7
chord,23.929614512471655,2.849977324263037,Eb-,Eb:min
chord,26.882902494331066,0.8794557823129239,Ab7,Ab:7
chord,27.951020408163266,0.7996371882086173,Db,Db:maj
chord,28.863854875283447,0.8460770975056668,F79b,F:7(b9)
chord,29.966802721088435,0.6777324263038551,Bb-6,Bb:min6
chord,30.72580498866213,0.2205895691609996,C-7,C:min7
chord,32.21043083900227,0.34829931972788586,Bb-6,Bb:min6
chord,32.66467120181406,0.0,C-7,C:min7
chord,33.303219954648526,0.2510657596371857,F79b,F:7(b9)
chord,33.654421768707486,0.8533333333333317,Bb-6,Bb:min6
chord,34.622403628117915,0.4673015873015842,Cm7b5,C:hdim7
chord,35.19419501133787,0.3642630385487564,F79b,F:7(b9)
chord,35.72390022675737,0.10884353741496255,Bb-6,Bb:min6
chord,37.282539682539685,0.15383219954648553,F+7,F:aug(b7)
chord,37.5307029478458,0.879501133786853,Bb-6,Bb:min6
chord,38.5265306122449,0.34489795918367605,C-7,C:min7
chord,39.00517006802721,0.4165079365079336,F79b,F:7(b9)
chord,39.53777777777778,0.0,Bb-6,Bb:min6
chord,40.91501133786848,0.0,C-7,C:min7
chord,41.00208616780046,0.4295691609977297,F79b,F:7(b9)
chord,41.57823129251701,0.7633560090702929,Bb-6,Bb:min6
chord,43.04399092970522,0.2612244897959144,F79b,F:7(b9)
chord,43.415510204081635,0.6487074829931956,Bb-6,Bb:min6
chord,45.36938775510204,0.7326530612244895,Bb-6,Bb:min6
chord,46.371428571428574,0.36530612244897753,C-7,C:min7
chord,47.51020408163265,0.629115646258505,Bb-6,Bb:min6
chord,48.244897959183675,0.3755102040816283,C-7,C:min7
chord,49.08163265306123,0.0,F79b,F:7(b9)
chord,49.7168253968254,0.44117913832199207,Bb-6,Bb:min6
chord,50.2334693877551,0.44408163265305944,Cm7b5,C:hdim7
chord,50.83718820861678,0.2566893424036252,F79b,F:7(b9)
chord,51.20816326530612,1.8755102040816354,Bb-6,Bb:min6
chord,53.87609977324263,0.17124716553288266,F-7,F:min7
chord,54.141678004535144,0.8780045351473973,Bb7,Bb:7
chord,55.27510204081633,2.67755102040816,Eb-,Eb:min
chord,58.125351473922905,0.8112471655328761,Ab7,Ab:7
chord,59.05560090702948,0.48616780045351504,Db,Db:maj
chord,60.59827664399093,0.23219954648526198,F79b,F:7(b9)
chord,60.97414965986395,0.3323356009070295,Bb-6,Bb:min6
chord,61.81732426303855,0.4179591836734673,C-7,C:min7
chord,62.68807256235828,0.0,F79b,F:7(b9)
chord,62.81868480725623,0.43845804988662707,Bb-6,Bb:min6
chord,63.94485260770975,0.2728344671201768,C-7,C:min7
chord,64.33378684807256,0.2931519274376342,F79b,F:7(b9)
chord,64.81269841269841,0.8054421768707556,Bb-6,Bb:min6
chord,65.77342403628118,0.20462585034013614,Cm7b5,C:hdim7
chord,66.12172335600907,0.4600453514739229,F79b,F:7(b9)
chord,66.73414965986395,0.20027210884353508,Bb-6,Bb:min6
chord,67.72390022675737,0.7706122448979613,F+7,F:aug(b7)
key,6.6959183673469385,61.878412698412696,Bb-min,Bb:minor
