type,time,duration,original,converted
chord,6.420408163265306,1.0387755102040819,Db7,Db:7
chord,8.395918367346939,1.7903854875283454,Gb7,Gb:7
chord,10.409795918367347,2.3698866213151923,Db7,Db:7
chord,14.636734693877552,3.404081632653062,Gb7,Gb:7
chord,18.250884353741498,2.926666666666666,Db7,Db:7
chord,21.663265306122447,0.0,Bb7,Bb:7
chord,22.720408163265308,0.5795918367346928,Eb-7,Eb:min7
chord,25.047074829931972,0.767709750566894,Ab79,Ab:9
chord,26.18485260770975,1.9098412698412695,Db7,Db:7
chord,29.67074829931973,0.24816326530612187,Ab7,Ab:7
chord,30.123537414965988,1.3424036281179141,Db7,Db:7
chord,32.18866213151927,1.815510204081633,Gb7,Gb:7
chord,34.18267573696145,3.7725170068027225,Db7,Db:7
chord,38.06040816326531,3.7875510204081593,Gb7,Gb:7
chord,42.10612244897959,2.740816326530613,Db7,Db:7
chord,44.94591836734694,0.7265306122448933,Bb7,Bb:7
chord,45.94489795918367,1.7336507936507957,Eb-7,Eb:min7
chord,47.98403628117914,1.8655782312925169,Ab79,Ab:9
chord,50.10793650793651,1.2756462585034,Db7,Db:7
chord,51.971337868480724,0.0,Ab7,Ab:7
chord,54.795918367346935,0.7540816326530617,Db7,Db:7
chord,56.035714285714285,1.7311791383219983,Gb7,Gb:7
chord,57.99038548752834,3.7725170068027225,Db7,Db:7
chord,62.01904761904762,3.668027210884354,Gb7,Gb:7
chord,65.84090702947846,2.2915192743764123,Db7,Db:7
chord,69.15714285714286,0.0,Bb7,Bb:7
chord,70.35210884353741,0.505034013605453,Eb-7,Eb:min7
chord,72.41428571428571,0.9510204081632736,Ab79,Ab:9
chord,73.83877551020409,1.610204081632645,Db7,Db:7
chord,76.39655328798186,1.1595464852607762,Ab7,Ab:7
key,6.420408163265306,71.20680272108844,Db-maj,Db:major
