chord_str,chord_cnt,chord_freq,composite
C:maj,6838,0.03957130125808729,False
G:7,6745,0.039033113042673116,False
C:7,6116,0.03539310887605467,False
F:maj,5718,0.03308989479288434,False
G:maj,5376,0.031110751032974157,False
D:7,5127,0.029669795488478142,False
D:min7,4502,0.02605293920209257,False
G:min7,4465,0.02583882130993854,False
F:7,4351,0.025179106723301814,False
Bb:7,3982,0.02304371477181977,False
Bb:maj,3871,0.022401361095357692,False
A:7,3622,0.02096040555086168,False
A:min7,3585,0.020746287658707653,False
C:min7,3276,0.018958113910718628,False
Eb:maj,3217,0.01861668267728383,False
D:maj,3063,0.017725489288318422,False
F:min7,2752,0.01592574160021296,False
Eb:7,2280,0.013194291732734575,False
E:7,2218,0.012835499589125126,False
E:min7,2112,0.012222080762954132,False
A:min,2099,0.012146850152197313,False
A:maj,2000,0.011573940116433838,False
C:maj7,1866,0.01079848612863277,False
D:min,1763,0.010202428212636427,False
F:maj7,1716,0.009930440619900232,False
G:min,1600,0.00925915209314707,False
Bb:min7,1567,0.009068182081225912,False
E:min,1559,0.009021886320760177,False
Ab:maj,1555,0.008998738440527308,False
B:7,1519,0.0087904075184315,False
B:min7,1334,0.007719818057661369,False
Eb:maj7,1289,0.007459404405041608,False
F:maj6,1204,0.00696751195009317,False
C:min,1185,0.006857559518987049,False
C:9,1132,0.006550850105901552,False
Bb:maj7,1121,0.006487193435261166,False
Bb:9,1067,0.0061746970521174525,False
Ab:7,1052,0.006087892501244198,False
C:maj6,1025,0.005931644309672341,False
E:maj,1003,0.00580433096839157,False
F:min,976,0.005648082776819712,False
F:9,962,0.0055670651960046755,False
Ab:maj7,940,0.005439751854723903,False
G:maj7,932,0.005393456094258169,False
G:9,884,0.005115681531463756,False
D:9,794,0.004594854226224234,False
Bb:maj6,791,0.0045774933160495825,False
Db:7,758,0.0043865233041284245,False
Eb:9,739,0.004276570873022303,False
B:min,703,0.004068239950926494,False
G:maj6,679,0.003929352669529288,False
Eb:maj6,674,0.003900417819238203,False
F#:min7,602,0.003483755975046585,False
B:dim,602,0.003483755975046585,False
A:hdim,570,0.0032985729331836437,False
Eb:min7,559,0.0032349162625432575,False
D:7(b9),541,0.003130750801495353,False
E:hdim,508,0.0029397807895741946,False
Bb:min,503,0.00291084593928311,False
"G:maj(b7,9,11,13)",496,0.0028703371488755917,True
F#:dim,490,0.00283561532852629,False
D:hdim,471,0.0027256628974201688,False
C:7(b9),469,0.002714088957303735,False
"Bb:maj(b7,9,11,13)",446,0.002580988645964746,True
Db:maj7,445,0.0025752016759065287,False
Db:maj,444,0.002569414705848312,False
Db:9,441,0.0025520537956736614,False
E:dim,435,0.0025173319753243597,False
D:maj7,427,0.002471036214858624,False
B:hdim,425,0.0024594622747421903,False
F#:7,417,0.002413166514276455,False
Ab:9,412,0.0023842316639853707,False
Eb:dim,409,0.0023668707538107197,False
E:9,393,0.002274279232879249,False
B:maj,393,0.002274279232879249,False
Ab:dim,391,0.002262705292762815,False
G:hdim,384,0.0022221965023552968,False
Ab:min7,382,0.002210622562238863,False
C:dim,380,0.002199048622122429,False
C#:dim,363,0.0021006701311327416,False
Bb:dim,361,0.0020890961910163077,False
"C:maj(b7,9,11,13)",360,0.0020833092209580906,True
F:min6,354,0.0020485874006087893,False
G:7(b9),350,0.0020254395203759216,False
A:9,336,0.0019444219395608848,False
Gb:7,326,0.0018865522389787156,False
F#:min,320,0.001851830418629414,False
F#:hdim,320,0.001851830418629414,False
Eb:min,319,0.001846043448571197,False
Bb:min6,317,0.0018344695084547633,False
