id,file_artists,file_title,file_path,jams_path
real-book_498,,By The Sea,../../partitions/real-book/raw/By The Sea.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_498.jams
real-book_499,,Tara Lynne,../../partitions/real-book/raw/Tara Lynne.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_499.jams
real-book_500,Marier & Champagne,A Final Drink,../../partitions/real-book/raw/A Final Drink - Marier & Champagne.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_500.jams
real-book_501,Herbie Hancock,Maiden Voyage,../../partitions/real-book/raw/Maiden Voyage - Herbie Hancock.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_501.jams
real-book_502,,Can't We Be Friends,../../partitions/real-book/raw/Can't We Be Friends.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_502.jams
real-book_503,Paul Quinnicette,Blue Dots,../../partitions/real-book/raw/Blue Dots - Paul Quinnicette.MGU.xlab,../../partitions/real-book/choco/jams/real-book_503.jams
real-book_504,Wes Montgomery,Far Wes,../../partitions/real-book/raw/Far Wes - Wes Montgomery.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_504.jams
real-book_505,,Drink Muddy Water,../../partitions/real-book/raw/Drink Muddy Water.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_505.jams
real-book_506,Clare Fischer,Morning,../../partitions/real-book/raw/Morning - Clare Fischer.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_506.jams
real-book_507,,It's A Matter Of Pride,../../partitions/real-book/raw/It's A Matter Of Pride.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_507.jams
real-book_508,,Blue Christmas,../../partitions/real-book/raw/Blue Christmas.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_508.jams
real-book_509,,When I Grow To Old To Dream,../../partitions/real-book/raw/When I Grow To Old To Dream.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_509.jams
real-book_510,,I Hear Music,../../partitions/real-book/raw/I Hear Music.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_510.jams
real-book_511,,"Yes, I'm Ready","../../partitions/real-book/raw/Yes, I'm Ready.Mgu.xlab",../../partitions/real-book/choco/jams/real-book_511.jams
real-book_512,Dave Brubeck,Countdown,../../partitions/real-book/raw/Countdown - Dave Brubeck.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_512.jams
real-book_513,Archer Thompson,I Love You,../../partitions/real-book/raw/I Love You - Archer Thompson.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_513.jams
real-book_514,,White Hot,../../partitions/real-book/raw/White Hot.MGU.xlab,../../partitions/real-book/choco/jams/real-book_514.jams
real-book_515,,If Love Ain't There,../../partitions/real-book/raw/If Love Ain't There.MGU.xlab,../../partitions/real-book/choco/jams/real-book_515.jams
real-book_516,,You Took Advantage Of Me,../../partitions/real-book/raw/You Took Advantage Of Me.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_516.jams
real-book_517,Bobby Timmons,Gettin' It Togetha,../../partitions/real-book/raw/Gettin' It Togetha - Bobby Timmons.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_517.jams
real-book_518,,I Wanna Be Like You,../../partitions/real-book/raw/I Wanna Be Like You.MGU.xlab,../../partitions/real-book/choco/jams/real-book_518.jams
real-book_519,,The Bee,../../partitions/real-book/raw/The Bee.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_519.jams
real-book_520,Grover Washington,Just The 2 Of Us,../../partitions/real-book/raw/Just The 2 Of Us - Grover Washington.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_520.jams
real-book_521,,Portrait Of My Love,../../partitions/real-book/raw/Portrait Of My Love.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_521.jams
real-book_522,Herbie Hancock,Cantaloupe Island,../../partitions/real-book/raw/Cantaloupe Island - Herbie Hancock.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_522.jams
real-book_523,,Musical Priest,../../partitions/real-book/raw/Musical Priest.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_523.jams
real-book_524,Harry Warren,Rose Of The Rio Grande,../../partitions/real-book/raw/Rose Of The Rio Grande - Harry Warren.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_524.jams
real-book_525,,Golden Keyboard,../../partitions/real-book/raw/Golden Keyboard.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_525.jams
real-book_526,Cole Porter,Riding High,../../partitions/real-book/raw/Riding High - Cole Porter.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_526.jams
real-book_527,Rodgers & Hart,It's Easy To Remember,../../partitions/real-book/raw/It's Easy To Remember - Rodgers & Hart.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_527.jams
real-book_528,,Younger Than I,../../partitions/real-book/raw/Younger Than I.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_528.jams
real-book_529,,Strayaway Child,../../partitions/real-book/raw/Strayaway Child.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_529.jams
real-book_530,,This Masquerade,../../partitions/real-book/raw/This Masquerade.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_530.jams
real-book_531,,Arthur Darley,../../partitions/real-book/raw/Arthur Darley.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_531.jams
real-book_532,,If You Want To Have A Joy In Your Heart,../../partitions/real-book/raw/If You Want To Have A Joy In Your Heart.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_532.jams
real-book_533,,Faith Can Move Mountains,../../partitions/real-book/raw/Faith Can Move Mountains.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_533.jams
real-book_534,,Forky Deer,../../partitions/real-book/raw/Forky Deer.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_534.jams
real-book_535,Arlen,Come Rain Or Come Shine,../../partitions/real-book/raw/Come Rain Or Come Shine - Arlen.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_535.jams
real-book_536,,All Of Us [Mobley solo],../../partitions/real-book/raw/All Of Us [Mobley solo].MGU.xlab,../../partitions/real-book/choco/jams/real-book_536.jams
real-book_537,,Sundown Blues [Hurry Sundown And Let Tomorrow Come],../../partitions/real-book/raw/Sundown Blues [Hurry Sundown And Let Tomorrow Come].Mgu.xlab,../../partitions/real-book/choco/jams/real-book_537.jams
real-book_538,,Indian Summer,../../partitions/real-book/raw/Indian Summer.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_538.jams
real-book_539,,You're Driving Me Crazy,../../partitions/real-book/raw/You're Driving Me Crazy.MGU.xlab,../../partitions/real-book/choco/jams/real-book_539.jams
real-book_540,,Boot Scootin' Boogie,../../partitions/real-book/raw/Boot Scootin' Boogie.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_540.jams
real-book_541,,Relaxation,../../partitions/real-book/raw/Relaxation.MGU.xlab,../../partitions/real-book/choco/jams/real-book_541.jams
real-book_542,,4 Walls,../../partitions/real-book/raw/4 Walls.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_542.jams
real-book_543,,Bugle Boy March,../../partitions/real-book/raw/Bugle Boy March.MGU.xlab,../../partitions/real-book/choco/jams/real-book_543.jams
real-book_544,,Roly Poly,../../partitions/real-book/raw/Roly Poly.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_544.jams
real-book_545,George Gershwin,Liza,../../partitions/real-book/raw/Liza - George Gershwin.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_545.jams
real-book_546,,Acushla Mine,../../partitions/real-book/raw/Acushla Mine.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_546.jams
real-book_547,,I Want To Go With You,../../partitions/real-book/raw/I Want To Go With You.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_547.jams
real-book_548,,"Gee, I Saw A Star Tonight","../../partitions/real-book/raw/Gee, I Saw A Star Tonight.Mgu.xlab",../../partitions/real-book/choco/jams/real-book_548.jams
real-book_549,,More Than You Know,../../partitions/real-book/raw/More Than You Know.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_549.jams
real-book_550,,Just Like The Ivy,../../partitions/real-book/raw/Just Like The Ivy.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_550.jams
real-book_551,,Nica's Dream,../../partitions/real-book/raw/Nica's Dream.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_551.jams
real-book_552,,Sleepy Eyed John,../../partitions/real-book/raw/Sleepy Eyed John.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_552.jams
real-book_553,,Jumpin' At The Woodside,../../partitions/real-book/raw/Jumpin' At The Woodside.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_553.jams
real-book_554,Les Paul,Viper's Dream,../../partitions/real-book/raw/Viper's Dream - Les Paul.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_554.jams
real-book_555,George Gershwin,Bidin' My Time,../../partitions/real-book/raw/Bidin' My Time - George Gershwin.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_555.jams
real-book_556,,Gotta Do,../../partitions/real-book/raw/Gotta Do.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_556.jams
real-book_557,,Emily,../../partitions/real-book/raw/Emily.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_557.jams
real-book_558,,Mean To Me,../../partitions/real-book/raw/Mean To Me.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_558.jams
real-book_559,Chester Conn,Night Lights,../../partitions/real-book/raw/Night Lights - Chester Conn.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_559.jams
real-book_560,,Bridge Over The River Kwai,../../partitions/real-book/raw/Bridge Over The River Kwai.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_560.jams
real-book_561,Horace Silver,Lonely Woman,../../partitions/real-book/raw/Lonely Woman - Horace Silver.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_561.jams
real-book_562,George Gershwin,"Bess, You Is My Woman Now","../../partitions/real-book/raw/Bess, You Is My Woman Now - George Gershwin.MGU.xlab",../../partitions/real-book/choco/jams/real-book_562.jams
real-book_563,Irving Berlin,Let Yourself Go,../../partitions/real-book/raw/Let Yourself Go - Irving Berlin.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_563.jams
real-book_564,,The Blues Ain't Nothin',../../partitions/real-book/raw/The Blues Ain't Nothin'.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_564.jams
real-book_565,Monk,Ask Me Now,../../partitions/real-book/raw/Ask Me Now - Monk.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_565.jams
real-book_566,,Up A Lazy River,../../partitions/real-book/raw/Up A Lazy River.MGU.xlab,../../partitions/real-book/choco/jams/real-book_566.jams
real-book_567,,Maptain Marvel,../../partitions/real-book/raw/Maptain Marvel.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_567.jams
real-book_568,Johnny Hodges,Tailor Made Blues,../../partitions/real-book/raw/Tailor Made Blues - Johnny Hodges.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_568.jams
real-book_569,,Blues In D,../../partitions/real-book/raw/Blues In D.MGU.xlab,../../partitions/real-book/choco/jams/real-book_569.jams
real-book_570,Todd Dameron,Good Bait,../../partitions/real-book/raw/Good Bait - Todd Dameron.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_570.jams
real-book_571,,Take Back Your Mink,../../partitions/real-book/raw/Take Back Your Mink.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_571.jams
real-book_572,,Running Around,../../partitions/real-book/raw/Running Around.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_572.jams
real-book_573,,Beale Street Mama,../../partitions/real-book/raw/Beale Street Mama.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_573.jams
real-book_574,,I Don't Want To Set The World On Fire,../../partitions/real-book/raw/I Don't Want To Set The World On Fire.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_574.jams
real-book_575,,1 By 1,../../partitions/real-book/raw/1 By 1.MGU.xlab,../../partitions/real-book/choco/jams/real-book_575.jams
real-book_576,,I'll String Along With You,../../partitions/real-book/raw/I'll String Along With You.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_576.jams
real-book_577,,Poor Girl Waltz,../../partitions/real-book/raw/Poor Girl Waltz.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_577.jams
real-book_578,,I Want A Girl,../../partitions/real-book/raw/I Want A Girl.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_578.jams
real-book_579,,Nagasaki,../../partitions/real-book/raw/Nagasaki.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_579.jams
real-book_580,Irving Berlin,Alexander's Rag Time Band,../../partitions/real-book/raw/Alexander's Rag Time Band - Irving Berlin.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_580.jams
real-book_581,,The Darktown Strutters' Ball,../../partitions/real-book/raw/The Darktown Strutters' Ball.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_581.jams
real-book_582,,4 In The Morning,../../partitions/real-book/raw/4 In The Morning.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_582.jams
real-book_583,Emil Newman & Herbert Spencer,Lost April,../../partitions/real-book/raw/Lost April - Emil Newman & Herbert Spencer.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_583.jams
real-book_584,,And Your Bird Can Sing,../../partitions/real-book/raw/And Your Bird Can Sing.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_584.jams
real-book_585,,You Are Everything To Me,../../partitions/real-book/raw/You Are Everything To Me.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_585.jams
real-book_586,,Isn't It Romantic,../../partitions/real-book/raw/Isn't It Romantic.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_586.jams
real-book_587,,Sedih,../../partitions/real-book/raw/Sedih.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_587.jams
real-book_588,J,Labour Day,../../partitions/real-book/raw/Labour Day - J. Abercrombie.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_588.jams
real-book_589,,Foolin' Myself,../../partitions/real-book/raw/Foolin' Myself.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_589.jams
real-book_590,,The Keys In The Mailbox,../../partitions/real-book/raw/The Keys In The Mailbox.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_590.jams
real-book_591,,Moonshine Lullaby,../../partitions/real-book/raw/Moonshine Lullaby.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_591.jams
real-book_592,,Little Girl Blue,../../partitions/real-book/raw/Little Girl Blue.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_592.jams
real-book_593,,"Gomorron, Gomorron!","../../partitions/real-book/raw/Gomorron, Gomorron!.Mgu.xlab",../../partitions/real-book/choco/jams/real-book_593.jams
real-book_594,,"Baby, Won't You Please Come Home","../../partitions/real-book/raw/Baby, Won't You Please Come Home.Mgu.xlab",../../partitions/real-book/choco/jams/real-book_594.jams
real-book_595,,The Surrey With The Fringe On Top,../../partitions/real-book/raw/The Surrey With The Fringe On Top.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_595.jams
real-book_596,,Cruising Around,../../partitions/real-book/raw/Cruising Around.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_596.jams
real-book_597,,Many Gifts In Unity,../../partitions/real-book/raw/Many Gifts In Unity.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_597.jams
real-book_598,,Orange Colored Sky,../../partitions/real-book/raw/Orange Colored Sky.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_598.jams
real-book_599,John Coltrane,New Blues,../../partitions/real-book/raw/New Blues - John Coltrane.MGU.xlab,../../partitions/real-book/choco/jams/real-book_599.jams
real-book_600,,Stanley's Bebop Song,../../partitions/real-book/raw/Stanley's Bebop Song.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_600.jams
real-book_601,,For Heaven's Sake,../../partitions/real-book/raw/For Heaven's Sake.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_601.jams
real-book_602,,Midnight Sun,../../partitions/real-book/raw/Midnight Sun.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_602.jams
real-book_603,,A Certain Smile,../../partitions/real-book/raw/A Certain Smile.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_603.jams
real-book_604,,Unless You Care,../../partitions/real-book/raw/Unless You Care.MGU.xlab,../../partitions/real-book/choco/jams/real-book_604.jams
real-book_605,,The Kind Of Love,../../partitions/real-book/raw/The Kind Of Love.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_605.jams
real-book_606,,Twilight Time,../../partitions/real-book/raw/Twilight Time.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_606.jams
real-book_607,McCoy Tyner,Island Birdie,../../partitions/real-book/raw/Island Birdie - McCoy Tyner.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_607.jams
real-book_608,,Without A Care,../../partitions/real-book/raw/Without A Care.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_608.jams
real-book_609,,Falling Grace,../../partitions/real-book/raw/Falling Grace.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_609.jams
real-book_610,,Doctor Jazz,../../partitions/real-book/raw/Doctor Jazz.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_610.jams
real-book_611,Dizzy Gillespie & Ray Brown,"That's Earl, Brother","../../partitions/real-book/raw/That's Earl, Brother - Dizzy Gillespie & Ray Brown.Mgu.xlab",../../partitions/real-book/choco/jams/real-book_611.jams
real-book_612,,Fine Romance,../../partitions/real-book/raw/Fine Romance.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_612.jams
real-book_613,,1 Headlight,../../partitions/real-book/raw/1 Headlight.MGU.xlab,../../partitions/real-book/choco/jams/real-book_613.jams
real-book_614,,Speedy Fiction,../../partitions/real-book/raw/Speedy Fiction.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_614.jams
real-book_615,Jacques Press & Eddie Cherkose,Breathless,../../partitions/real-book/raw/Breathless - Jacques Press & Eddie Cherkose.MGU.xlab,../../partitions/real-book/choco/jams/real-book_615.jams
real-book_616,,My Mary,../../partitions/real-book/raw/My Mary.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_616.jams
real-book_617,Mal Waldron,The Twister,../../partitions/real-book/raw/The Twister - Mal Waldron.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_617.jams
real-book_618,,It's A Long Way To Tipperary,../../partitions/real-book/raw/It's A Long Way To Tipperary.MGU.xlab,../../partitions/real-book/choco/jams/real-book_618.jams
real-book_619,,Une Chansonette,../../partitions/real-book/raw/Une Chansonette.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_619.jams
real-book_620,,Charmaine,../../partitions/real-book/raw/Charmaine.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_620.jams
real-book_621,,Ghost,../../partitions/real-book/raw/Ghost.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_621.jams
real-book_622,W,Hesitating Blues,../../partitions/real-book/raw/Hesitating Blues - W.C. Handy.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_622.jams
real-book_623,,As Time Goes By,../../partitions/real-book/raw/As Time Goes By.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_623.jams
real-book_624,,Groovin' High,../../partitions/real-book/raw/Groovin' High.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_624.jams
real-book_625,,Pure Imagination,../../partitions/real-book/raw/Pure Imagination.MGU.xlab,../../partitions/real-book/choco/jams/real-book_625.jams
real-book_626,,Can I Help It,../../partitions/real-book/raw/Can I Help It.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_626.jams
real-book_627,,"Day In, Day Out","../../partitions/real-book/raw/Day In, Day Out.Mgu.xlab",../../partitions/real-book/choco/jams/real-book_627.jams
real-book_628,Billy Strayhorn,A Flower Is A Lovesome Thing,../../partitions/real-book/raw/A Flower Is A Lovesome Thing - Billy Strayhorn.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_628.jams
real-book_629,,Golden Lady,../../partitions/real-book/raw/Golden Lady.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_629.jams
real-book_630,,Gloria's Step,../../partitions/real-book/raw/Gloria's Step.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_630.jams
real-book_631,Billy Strayhorn & Duke Ellington,Rhummbop,../../partitions/real-book/raw/Rhummbop - Billy Strayhorn & Duke Ellington.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_631.jams
real-book_632,,Da Slockit Light,../../partitions/real-book/raw/Da Slockit Light.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_632.jams
real-book_633,,Candle Glow,../../partitions/real-book/raw/Candle Glow.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_633.jams
real-book_634,,Venutian Rhythm,../../partitions/real-book/raw/Venutian Rhythm.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_634.jams
real-book_635,,Love For Sale,../../partitions/real-book/raw/Love For Sale.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_635.jams
real-book_636,,Moon River,../../partitions/real-book/raw/Moon River.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_636.jams
real-book_637,Irving Berlin,Don't Be Afraid Of Romance,../../partitions/real-book/raw/Don't Be Afraid Of Romance - Irving Berlin.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_637.jams
real-book_638,Django Reinhardt,Manoir De Mes R├¬ves,../../partitions/real-book/raw/Manoir De Mes R├¬ves - Django Reinhardt.MGU.xlab,../../partitions/real-book/choco/jams/real-book_638.jams
real-book_639,,No Moon Tonight,../../partitions/real-book/raw/No Moon Tonight.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_639.jams
real-book_640,,When I Dream,../../partitions/real-book/raw/When I Dream.MGU.xlab,../../partitions/real-book/choco/jams/real-book_640.jams
real-book_641,,Have You Ever Been Lonely,../../partitions/real-book/raw/Have You Ever Been Lonely.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_641.jams
real-book_642,"Fisher, Higginbotham & Drake",Good Morning Heartache,"../../partitions/real-book/raw/Good Morning Heartache - Fisher, Higginbotham & Drake.Mgu.xlab",../../partitions/real-book/choco/jams/real-book_642.jams
real-book_643,"Tommie Mallie, Finch & Little",Jealous,"../../partitions/real-book/raw/Jealous - Tommie Mallie, Finch & Little.Mgu.xlab",../../partitions/real-book/choco/jams/real-book_643.jams
real-book_644,,Softly,../../partitions/real-book/raw/Softly.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_644.jams
real-book_645,,5 Minutes More,../../partitions/real-book/raw/5 Minutes More.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_645.jams
real-book_646,,Brown Chest,../../partitions/real-book/raw/Brown Chest.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_646.jams
real-book_647,Charlie Parker,Bird Gets The Worm,../../partitions/real-book/raw/Bird Gets The Worm - Charlie Parker.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_647.jams
real-book_648,George Gershwin,They All Laughed,../../partitions/real-book/raw/They All Laughed - George Gershwin.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_648.jams
real-book_649,Hoagy Carmichael & Irving Kahal,Ballad In Blue,../../partitions/real-book/raw/Ballad In Blue - Hoagy Carmichael & Irving Kahal.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_649.jams
real-book_650,,And Let The Rest Of The World Go By,../../partitions/real-book/raw/And Let The Rest Of The World Go By.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_650.jams
real-book_651,,"Baubles, Bangles & Beads","../../partitions/real-book/raw/Baubles, Bangles & Beads.Mgu.xlab",../../partitions/real-book/choco/jams/real-book_651.jams
real-book_652,Kurt Weill,Lost In The Stars,../../partitions/real-book/raw/Lost In The Stars - Kurt Weill.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_652.jams
real-book_653,,1931,../../partitions/real-book/raw/1931.MGU.xlab,../../partitions/real-book/choco/jams/real-book_653.jams
real-book_654,,When Sunny Gets Blue,../../partitions/real-book/raw/When Sunny Gets Blue.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_654.jams
real-book_655,,Sugar Foot Stomp,../../partitions/real-book/raw/Sugar Foot Stomp.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_655.jams
real-book_656,,The Nightingale,../../partitions/real-book/raw/The Nightingale.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_656.jams
real-book_657,Lerner & Loewe,On The Street Where You Live,../../partitions/real-book/raw/On The Street Where You Live - Lerner & Loewe.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_657.jams
real-book_658,,Crazy Arms,../../partitions/real-book/raw/Crazy Arms.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_658.jams
real-book_659,,Do Me With Love,../../partitions/real-book/raw/Do Me With Love.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_659.jams
real-book_660,,Apple Blossom Time,../../partitions/real-book/raw/Apple Blossom Time.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_660.jams
real-book_661,,In A Shanty In Old Shanty Town,../../partitions/real-book/raw/In A Shanty In Old Shanty Town.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_661.jams
real-book_662,,Super F Blues,../../partitions/real-book/raw/Super F Blues.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_662.jams
real-book_663,,"Elvira, My Love","../../partitions/real-book/raw/Elvira, My Love.Mgu.xlab",../../partitions/real-book/choco/jams/real-book_663.jams
real-book_664,F,Almost Like Being In Love,../../partitions/real-book/raw/Almost Like Being In Love - F. Loewe & A.J.Lerner.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_664.jams
real-book_665,,Lulu's Back In Town,../../partitions/real-book/raw/Lulu's Back In Town.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_665.jams
real-book_666,Cole Porter,What Is This Thing Called Love,../../partitions/real-book/raw/What Is This Thing Called Love - Cole Porter.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_666.jams
real-book_667,,Button Up Your Overcoat,../../partitions/real-book/raw/Button Up Your Overcoat.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_667.jams
real-book_668,Jimmy Giuffre,4 Brothers,../../partitions/real-book/raw/4 Brothers - Jimmy Giuffre.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_668.jams
real-book_669,,Echoes,../../partitions/real-book/raw/Echoes.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_669.jams
real-book_670,,A Family Joy,../../partitions/real-book/raw/A Family Joy.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_670.jams
real-book_671,,The Butterfly,../../partitions/real-book/raw/The Butterfly.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_671.jams
real-book_672,,Last Night On The Back Porch,../../partitions/real-book/raw/Last Night On The Back Porch.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_672.jams
real-book_673,,Free And Easy,../../partitions/real-book/raw/Free And Easy.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_673.jams
real-book_674,,The Old Fashioned Way,../../partitions/real-book/raw/The Old Fashioned Way.Mgu.xlab,../../partitions/real-book/choco/jams/real-book_674.jams
real-book_675,,"Open Your Eyes, You Can Fly","../../partitions/real-book/raw/Open Your Eyes, You Can Fly.MGU.xlab",../../partitions/real-book/choco/jams/real-book_675.jams
real-book_676,Greg Fishman,Columbus Drive,../../partitions/real-book/raw/Columbus Drive - Greg Fishman.MGU.xlab,../../partitions/real-book/choco/jams/real-book_676.jams
real-book_677,,Cast Your Fate To The Wind,../../partitions/real-book/raw/Cast Your Fate To The Wind.MGU.xlab,../../partitions/real-book/choco/jams/real-book_677.jams
real-book_678,,Pound Cake [Lester 'Prez' Bowie Solo],../../partitions/real-book/raw/Pound Cake [Lester 'Prez' Bowie Solo].MGU.xlab,../../partitions/real-book/choco/jams/real-book_678.jams
