key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
d	[0.0, 0.75, 3.5, 0.0, 0.75, 4.75, 0.5, 1.0, 0.0, 5.5, 0.0, 1.0]	0.0	4.5	4.5	1	3	2
e	[0.0, 0.0, 0.0, 0.5, 4.0, 0.0, 1.0, 0.5, 1.0, 1.0, 0.0, 6.5]	4.5	8.0	3.5	4	5	1
d	[0.0, 1.25, 3.5, 0.0, 1.25, 5.0, 0.5, 1.5, 0.0, 6.25, 0.0, 1.0]	8.0	12.5	4.5	5	7	2
F	[2.0, 1.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0]	12.5	14.5	2.0	8	8	0
a	[2.83, 3.51, 4.5, 0.68, 12.67, 3.42, 0.5, 1.33, 3.17, 9.95, 2.17, 3.75]	14.5	24.0	9.51	9	13	4
bb	[6.14, 4.94, 1.47, 4.91, 2.82, 12.93, 7.39, 0.12, 0.12, 5.26, 15.71, 2.0]	24.0	45.5	21.47	13	24	11
g	[0.0, 0.0, 2.74, 1.24, 0.0, 0.0, 1.12, 1.61, 0.0, 0.99, 2.48, 0.0]	45.5	48.5	2.98	24	25	1
d	[0.51, 1.01, 14.71, 0.0, 5.51, 6.32, 0.0, 8.07, 2.0, 9.91, 5.36, 0.5]	48.5	59.0	10.49	26	31	5
