key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
g	[9.6, 0.0, 29.58, 10.13, 0.0, 1.5, 20.16, 71.49, 7.5, 16.48, 28.56, 1.5]	0.0	51.0	50.6	1	17	16
b	[0.0, 4.48, 4.42, 0.0, 1.5, 2.44, 8.9, 1.5, 2.73, 0.0, 2.73, 12.48]	51.0	63.0	11.92	18	21	3
B	[0.0, 8.27, 0.0, 19.39, 6.02, 0.0, 17.32, 6.85, 2.67, 0.0, 11.27, 29.32]	63.0	90.0	27.0	22	30	8
e	[6.68, 0.25, 0.0, 4.02, 8.08, 0.0, 4.27, 12.82, 0.0, 6.84, 0.0, 11.59]	90.0	105.0	14.98	31	35	4
g	[13.75, 0.0, 49.12, 13.01, 0.0, 0.0, 15.0, 89.54, 6.5, 21.26, 35.62, 0.0]	105.0	165.0	59.97	36	56	20
