key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
D	[0.0, 4.5, 22.0, 0.0, 2.5, 0.0, 12.5, 9.0, 0.0, 18.5, 0.0, 8.5]	0.0	23.0	23.0	1	6	5
A	[0.0, 5.0, 3.5, 0.0, 7.0, 0.0, 1.5, 0.0, 2.0, 9.0, 0.0, 2.0]	23.0	30.0	7.0	6	8	2
g	[2.0, 0.0, 6.0, 1.0, 0.0, 0.0, 1.5, 16.0, 0.0, 2.5, 4.0, 0.0]	30.0	38.0	8.0	8	10	2
D	[0.0, 10.5, 24.0, 0.0, 8.0, 0.5, 11.0, 12.5, 0.5, 25.0, 4.0, 4.0]	38.0	64.0	26.0	10	17	7
