key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
g	[52.5, 1.0, 122.5, 23.5, 1.0, 7.5, 34.0, 63.5, 5.0, 29.0, 28.5, 7.0]	0.0	84.5	84.5	1	29	28
c	[6.0, 0.0, 6.0, 4.0, 0.0, 5.0, 0.0, 6.5, 4.5, 0.0, 0.0, 4.5]	84.5	94.5	10.0	29	32	3
g	[1.5, 0.0, 9.0, 0.0, 0.0, 0.0, 1.5, 10.5, 0.0, 0.5, 7.0, 0.0]	94.5	100.5	6.0	32	34	2
