key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
f#	[0.0, 10.12, 7.13, 0.0, 0.0, 2.5, 2.5, 0.0, 2.5, 0.0, 0.5, 2.0]	0.0	8.25	8.25	0	4	4
A	[0.0, 4.75, 9.75, 0.0, 7.0, 0.25, 3.5, 2.25, 1.0, 8.75, 1.5, 5.75]	8.25	24.25	16.0	5	12	7
f#	[0.0, 7.25, 2.75, 0.0, 0.0, 2.5, 1.25, 0.0, 2.25, 0.0, 0.25, 2.5]	24.25	30.25	6.0	13	15	2
A	[0.0, 4.75, 9.75, 0.0, 7.0, 0.25, 3.5, 2.25, 1.0, 8.75, 1.5, 5.75]	30.25	46.25	16.0	16	23	7
f#	[0.0, 7.0, 2.5, 0.0, 0.0, 4.5, 1.25, 0.0, 1.5, 0.0, 0.25, 3.0]	46.25	51.25	5.0	24	26	2
