key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
B	[3.0, 45.0, 1.5, 44.5, 49.0, 5.5, 139.5, 14.5, 22.5, 13.0, 30.5, 165.0]	0.0	162.0	162.0	1	54	53
Eb	[1.0, 0.0, 2.0, 13.5, 0.0, 4.0, 0.0, 5.5, 5.0, 0.0, 18.5, 2.0]	162.0	180.0	18.0	55	60	5
B	[3.0, 42.5, 1.5, 24.5, 30.0, 5.5, 77.0, 2.5, 18.5, 13.0, 22.5, 59.0]	180.0	270.0	90.0	61	90	29
Eb	[1.0, 0.0, 2.0, 13.5, 0.0, 4.0, 0.0, 5.0, 4.5, 0.0, 19.5, 2.0]	270.0	288.0	18.0	91	96	5
B	[0.0, 13.5, 0.0, 9.0, 11.0, 0.0, 32.25, 7.0, 1.25, 0.0, 7.0, 23.5]	288.0	321.0	33.0	97	107	10
c#	[2.0, 10.5, 0.0, 15.5, 12.5, 0.0, 4.5, 0.0, 15.0, 0.0, 0.0, 2.5]	321.0	339.0	18.0	108	113	5
B	[0.0, 34.0, 3.0, 27.0, 40.5, 7.0, 100.0, 12.0, 21.0, 0.0, 33.0, 127.5]	339.0	460.0	121.0	114	154	40
