id,title,performers,release_year,file_path,jams_path
rock-corpus_177,Thunder Road,Bruce Springsteen,1975.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_177.jams
rock-corpus_178,Tutti Frutti,Little Richard,1955.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_178.jams
rock-corpus_179,Up On The Roof,[],,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_179.jams
rock-corpus_180,Voodoo Child,[],,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_180.jams
rock-corpus_181,Walk On By,Dionne Warwick,1964.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_181.jams
rock-corpus_182,Waterloo Sunset,The Kinks,1967.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_182.jams
rock-corpus_183,What'd I Say,Ray Charles,1959.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_183.jams
rock-corpus_184,What's Going On,Marvin Gaye,1971.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_184.jams
rock-corpus_185,When A Man Loves A Woman,[],,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_185.jams
rock-corpus_186,When Doves Cry,Prince and the Revolution,1984.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_186.jams
rock-corpus_187,While My Guitar Gently Weeps,The Beatles,1968.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_187.jams
rock-corpus_188,Who Do You Love,Bo Diddley,1957.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_188.jams
rock-corpus_189,Whole Lotta Love,Led Zeppelin,1969.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_189.jams
rock-corpus_190,Whole Lotta Shakin' Goin' On,[],,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_190.jams
rock-corpus_191,Will You Love Me Tomorrow,The Shirelles,1960.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_191.jams
rock-corpus_192,With Or Without You,[],,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_192.jams
rock-corpus_193,Won't Get Fooled Again,The Who,1971.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_193.jams
rock-corpus_194,Yesterday (1965),[],,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_194.jams
rock-corpus_195,You Can't Always Get What You Want,The Rolling Stones,1969.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_195.jams
rock-corpus_196,You Really Got Me,The Kinks,1964.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_196.jams
rock-corpus_197,You Send Me,Sam Cooke,1957.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_197.jams
rock-corpus_198,Your Song,Elton John,1970.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_198.jams
rock-corpus_199,You've Lost That Lovin' Feelin',The Righteous Brothers,1964.0,../../partitions/rock-corpus/raw//files.json,../../partitions/rock-corpus/choco/jams/rock-corpus_199.jams
