id,title,composers,subset,collection,movement,duration,file_path,jams_path
when-in-rome_354,"Op. 130, Quartet No. 13",Ludwig van Beethoven,Quartets,Op130,1,237,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op130/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_354.jams
when-in-rome_355,"Op. 130, Quartet No. 13",Ludwig van Beethoven,Quartets,Op130,4,150,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op130/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_355.jams
when-in-rome_356,"Op. 130, Quartet No. 13",Ludwig van Beethoven,Quartets,Op130,3,90,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op130/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_356.jams
when-in-rome_357,"Op. 130, Quartet No. 13",Ludwig van Beethoven,Quartets,Op130,2,107,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op130/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_357.jams
when-in-rome_358,"Op. 130, Quartet No. 13",Ludwig van Beethoven,Quartets,Op130,5,66,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op130/5/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_358.jams
when-in-rome_359,"Op. 18 No. 4, Quartet No. 4",Ludwig van Beethoven,Quartets,Op018 No4,1,221,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No4/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_359.jams
when-in-rome_360,"Op. 18 No. 4, Quartet No. 4",Ludwig van Beethoven,Quartets,Op018 No4,4,225,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No4/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_360.jams
when-in-rome_361,"Op. 18 No. 4, Quartet No. 4",Ludwig van Beethoven,Quartets,Op018 No4,3,100,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No4/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_361.jams
when-in-rome_362,"Op. 18 No. 4, Quartet No. 4",Ludwig van Beethoven,Quartets,Op018 No4,2,261,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No4/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_362.jams
when-in-rome_363,"Op. 127, Quartet No. 12",Ludwig van Beethoven,Quartets,Op127,1,282,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op127/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_363.jams
when-in-rome_364,"Op. 127, Quartet No. 12",Ludwig van Beethoven,Quartets,Op127,4,299,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op127/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_364.jams
when-in-rome_365,"Op. 127, Quartet No. 12",Ludwig van Beethoven,Quartets,Op127,3,292,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op127/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_365.jams
when-in-rome_366,"Op. 127, Quartet No. 12",Ludwig van Beethoven,Quartets,Op127,2,130,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op127/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_366.jams
when-in-rome_367,"Op. 18 No. 3, Quartet No. 3",Ludwig van Beethoven,Quartets,Op018 No3,1,271,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No3/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_367.jams
when-in-rome_368,"Op. 18 No. 3, Quartet No. 3",Ludwig van Beethoven,Quartets,Op018 No3,4,371,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No3/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_368.jams
when-in-rome_369,"Op. 18 No. 3, Quartet No. 3",Ludwig van Beethoven,Quartets,Op018 No3,3,172,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No3/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_369.jams
when-in-rome_370,"Op. 18 No. 3, Quartet No. 3",Ludwig van Beethoven,Quartets,Op018 No3,2,151,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No3/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_370.jams
when-in-rome_371,"Op. 59 No. 1, Quartet No. 7",Ludwig van Beethoven,Quartets,Op059 No1,1,400,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No1/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_371.jams
when-in-rome_372,"Op. 59 No. 1, Quartet No. 7",Ludwig van Beethoven,Quartets,Op059 No1,4,328,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No1/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_372.jams
when-in-rome_373,"Op. 59 No. 1, Quartet No. 7",Ludwig van Beethoven,Quartets,Op059 No1,3,133,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No1/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_373.jams
when-in-rome_374,"Op. 59 No. 1, Quartet No. 7",Ludwig van Beethoven,Quartets,Op059 No1,2,476,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op059_No1/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_374.jams
when-in-rome_375,"Op. 18 No. 2, Quartet No. 2",Ludwig van Beethoven,Quartets,Op018 No2,1,249,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No2/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_375.jams
when-in-rome_376,"Op. 18 No. 2, Quartet No. 2",Ludwig van Beethoven,Quartets,Op018 No2,4,412,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No2/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_376.jams
when-in-rome_377,"Op. 18 No. 2, Quartet No. 2",Ludwig van Beethoven,Quartets,Op018 No2,3,91,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No2/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_377.jams
when-in-rome_378,"Op. 18 No. 2, Quartet No. 2",Ludwig van Beethoven,Quartets,Op018 No2,2,92,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No2/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_378.jams
when-in-rome_379,"Op. 18 No. 5, Quartet No. 5",Ludwig van Beethoven,Quartets,Op018 No5,1,228,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No5/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_379.jams
when-in-rome_380,"Op. 18 No. 5, Quartet No. 5",Ludwig van Beethoven,Quartets,Op018 No5,4,303,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No5/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_380.jams
when-in-rome_381,"Op. 18 No. 5, Quartet No. 5",Ludwig van Beethoven,Quartets,Op018 No5,3,151,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No5/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_381.jams
when-in-rome_382,"Op. 18 No. 5, Quartet No. 5",Ludwig van Beethoven,Quartets,Op018 No5,2,109,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op018_No5/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_382.jams
when-in-rome_383,"Op. 135, Quartet No. 16",Ludwig van Beethoven,Quartets,Op135,1,193,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op135/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_383.jams
when-in-rome_384,"Op. 135, Quartet No. 16",Ludwig van Beethoven,Quartets,Op135,4,283,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op135/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_384.jams
when-in-rome_385,"Op. 135, Quartet No. 16",Ludwig van Beethoven,Quartets,Op135,3,54,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op135/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_385.jams
when-in-rome_386,"Op. 135, Quartet No. 16",Ludwig van Beethoven,Quartets,Op135,2,275,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op135/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_386.jams
when-in-rome_387,"Op. 132, Quartet No. 15",Ludwig van Beethoven,Quartets,Op132,1,264,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op132/1/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_387.jams
when-in-rome_388,"Op. 132, Quartet No. 15",Ludwig van Beethoven,Quartets,Op132,4,45,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op132/4/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_388.jams
when-in-rome_389,"Op. 132, Quartet No. 15",Ludwig van Beethoven,Quartets,Op132,3,212,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op132/3/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_389.jams
when-in-rome_390,"Op. 132, Quartet No. 15",Ludwig van Beethoven,Quartets,Op132,2,245,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op132/2/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_390.jams
when-in-rome_391,"Op. 132, Quartet No. 15",Ludwig van Beethoven,Quartets,Op132,5,405,"../../partitions/when-in-rome/raw/Quartets/Beethoven,_Ludwig_van/Op132/5/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_391.jams
when-in-rome_392,"9 Variationen uber ein Minuett von Duport, K573",Wolfgang Amadeus Mozart,Variations and Grounds,,K573,278,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K573/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_392.jams
when-in-rome_393,"9 Variationen uber ein Minuett von Duport, K573",Wolfgang Amadeus Mozart,Variations and Grounds,,K573,278,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K573/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_393.jams
when-in-rome_394,"Zehn Variationen in G, uber die Ariette 'Unser dummer Pobel meint' aus dem Singspiel 'Die Pilgrime von Mekka', K455",Wolfgang Amadeus Mozart,Variations and Grounds,,K455,343,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K455/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_394.jams
when-in-rome_395,"Zehn Variationen in G, uber die Ariette 'Unser dummer Pobel meint' aus dem Singspiel 'Die Pilgrime von Mekka', K455",Wolfgang Amadeus Mozart,Variations and Grounds,,K455,343,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K455/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_395.jams
when-in-rome_396,"Sieben Variationen in D uber das hollandische Lied Willem van Nassau, K025",Wolfgang Amadeus Mozart,Variations and Grounds,,K025,145,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K025/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_396.jams
when-in-rome_397,"Sieben Variationen in D uber das hollandische Lied Willem van Nassau, K025",Wolfgang Amadeus Mozart,Variations and Grounds,,K025,145,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K025/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_397.jams
when-in-rome_398,"Sechs Variationen in F uber die Arie 'Salve tu, Domine' aus der Oper 'I filosofi immaginarii', K398",Wolfgang Amadeus Mozart,Variations and Grounds,,K398,185,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K398/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_398.jams
when-in-rome_399,"Sechs Variationen in F uber die Arie 'Salve tu, Domine' aus der Oper 'I filosofi immaginarii', K398",Wolfgang Amadeus Mozart,Variations and Grounds,,K398,185,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K398/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_399.jams
when-in-rome_400,"Zwolf Variationen in Eb uber das franzosische Lied 'La belle Francoise', K353",Wolfgang Amadeus Mozart,Variations and Grounds,,K353,184,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K353/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_400.jams
when-in-rome_401,"Zwolf Variationen in Eb uber das franzosische Lied 'La belle Francoise', K353",Wolfgang Amadeus Mozart,Variations and Grounds,,K353,184,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K353/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_401.jams
when-in-rome_402,"Zwolf Variationen in Es, uber die Romanze 'Je suis Lindor' aus der Komodie 'Le Barbier de Seville', K354",Wolfgang Amadeus Mozart,Variations and Grounds,,K354,310,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K354/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_402.jams
when-in-rome_403,"Zwolf Variationen in Es, uber die Romanze 'Je suis Lindor' aus der Komodie 'Le Barbier de Seville', K354",Wolfgang Amadeus Mozart,Variations and Grounds,,K354,310,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K354/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_403.jams
when-in-rome_404,"Zwolf Variationen in C uber ein Menuett von Johann Christian Fischer, K179",Wolfgang Amadeus Mozart,Variations and Grounds,,K179,350,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K179/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_404.jams
when-in-rome_405,"Zwolf Variationen in C uber ein Menuett von Johann Christian Fischer, K179",Wolfgang Amadeus Mozart,Variations and Grounds,,K179,350,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K179/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_405.jams
when-in-rome_406,"12 Variations on ""Ah Vous dirais-je, Maman"" for the Piano, K265",Wolfgang Amadeus Mozart,Variations and Grounds,,K265,323,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K265/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_406.jams
when-in-rome_407,"12 Variations on ""Ah Vous dirais-je, Maman"" for the Piano, K265",Wolfgang Amadeus Mozart,Variations and Grounds,,K265,323,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K265/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_407.jams
when-in-rome_408,"8 Variationen uber das Lied ""Ein Weib ist das herrlichste Ding, K613",Wolfgang Amadeus Mozart,Variations and Grounds,,K613,496,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K613/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_408.jams
when-in-rome_409,"8 Variationen uber das Lied ""Ein Weib ist das herrlichste Ding, K613",Wolfgang Amadeus Mozart,Variations and Grounds,,K613,496,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K613/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_409.jams
when-in-rome_410,"Andante and variations in G for piano duet, K501, K501",Wolfgang Amadeus Mozart,Variations and Grounds,,K501,156,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K501/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_410.jams
when-in-rome_411,"Andante and variations in G for piano duet, K501, K501",Wolfgang Amadeus Mozart,Variations and Grounds,,K501,156,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Mozart,_Wolfgang_Amadeus/_/K501/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_411.jams
when-in-rome_412,"7 Variations on ""God Save the King"" in C Major, B078",Ludwig van Beethoven,Variations and Grounds,,WoO 78,156,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_78/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_412.jams
when-in-rome_413,"7 Variations on ""God Save the King"" in C Major, B078",Ludwig van Beethoven,Variations and Grounds,,WoO 78,156,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_78/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_413.jams
when-in-rome_414,"12 Variationen uber einen russichen Tanz von P. Wranitzky, B071",Ludwig van Beethoven,Variations and Grounds,,WoO 71,371,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_71/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_414.jams
when-in-rome_415,"12 Variationen uber einen russichen Tanz von P. Wranitzky, B071",Ludwig van Beethoven,Variations and Grounds,,WoO 71,371,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_71/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_415.jams
when-in-rome_416,"Acht Variationen uber das Trio ""Tandeln und Scherzen"" aus der Oper: Soliman oder die drei Sultaninnen von Sussmayer, B076",Ludwig van Beethoven,Variations and Grounds,,WoO 76,316,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_76/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_416.jams
when-in-rome_417,"Acht Variationen uber das Trio ""Tandeln und Scherzen"" aus der Oper: Soliman oder die drei Sultaninnen von Sussmayer, B076",Ludwig van Beethoven,Variations and Grounds,,WoO 76,316,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_76/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_417.jams
when-in-rome_418,"Sechs leichte variationen, B077",Ludwig van Beethoven,Variations and Grounds,,WoO 77,143,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_77/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_418.jams
when-in-rome_419,"Sechs leichte variationen, B077",Ludwig van Beethoven,Variations and Grounds,,WoO 77,143,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_77/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_419.jams
when-in-rome_420,"6 Variationen uber ""Nel cor piu non mi sento"" von G. Paisiello, B070",Ludwig van Beethoven,Variations and Grounds,,WoO 70,168,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_70/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_420.jams
when-in-rome_421,"6 Variationen uber ""Nel cor piu non mi sento"" von G. Paisiello, B070",Ludwig van Beethoven,Variations and Grounds,,WoO 70,168,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_70/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_421.jams
when-in-rome_422,"Six Variations on an Original Theme, Opus34",Ludwig van Beethoven,Variations and Grounds,,Op34,203,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/Op34/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_422.jams
when-in-rome_423,"Six Variations on an Original Theme, Opus34",Ludwig van Beethoven,Variations and Grounds,,Op34,203,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/Op34/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_423.jams
when-in-rome_424,"Neun Variationen uber einen Marsch von E. Chr. Dressler, B063",Ludwig van Beethoven,Variations and Grounds,,WoO 63,176,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_63/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_424.jams
when-in-rome_425,"Neun Variationen uber einen Marsch von E. Chr. Dressler, B063",Ludwig van Beethoven,Variations and Grounds,,WoO 63,176,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_63/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_425.jams
when-in-rome_426,"Sechs Variationen uber ein Schweizer Lied, B064",Ludwig van Beethoven,Variations and Grounds,,WoO 64,80,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_64/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_426.jams
when-in-rome_427,"Sechs Variationen uber ein Schweizer Lied, B064",Ludwig van Beethoven,Variations and Grounds,,WoO 64,80,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_64/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_427.jams
when-in-rome_428,"24 Variationen uber Venni Amore von V. Righini, B065",Ludwig van Beethoven,Variations and Grounds,,WoO 65,584,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_65/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_428.jams
when-in-rome_429,"24 Variationen uber Venni Amore von V. Righini, B065",Ludwig van Beethoven,Variations and Grounds,,WoO 65,584,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_65/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_429.jams
when-in-rome_430,"7 Variations on a Quartet by Winter, B075",Ludwig van Beethoven,Variations and Grounds,,WoO 75,520,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_75/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_430.jams
when-in-rome_431,"7 Variations on a Quartet by Winter, B075",Ludwig van Beethoven,Variations and Grounds,,WoO 75,520,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_75/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_431.jams
when-in-rome_432,"Acht Variationen uber ""Une fievre brulante"" aus ""Richard Coeur de Lion"" von A.E.M. Gretry, B072",Ludwig van Beethoven,Variations and Grounds,,WoO 72,363,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_72/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_432.jams
when-in-rome_433,"Acht Variationen uber ""Une fievre brulante"" aus ""Richard Coeur de Lion"" von A.E.M. Gretry, B072",Ludwig van Beethoven,Variations and Grounds,,WoO 72,363,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_72/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_433.jams
when-in-rome_434,"Zehn Variationen uber ""la stessa, la stessissima"" aus ""Falstaff"" von A. Salieri, B073",Ludwig van Beethoven,Variations and Grounds,,WoO 73,373,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_73/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_434.jams
when-in-rome_435,"Zehn Variationen uber ""la stessa, la stessissima"" aus ""Falstaff"" von A. Salieri, B073",Ludwig van Beethoven,Variations and Grounds,,WoO 73,373,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_73/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_435.jams
when-in-rome_436,"32 Variationen fur das pianoforte, B080",Ludwig van Beethoven,Variations and Grounds,,WoO 80,306,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_80/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_436.jams
when-in-rome_437,"32 Variationen fur das pianoforte, B080",Ludwig van Beethoven,Variations and Grounds,,WoO 80,306,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_80/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_437.jams
when-in-rome_438,"9 Variationen uber ""Quant' e piu bello"" von G. Paisiello, B069",Ludwig van Beethoven,Variations and Grounds,,WoO 69,268,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_69/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_438.jams
when-in-rome_439,"9 Variationen uber ""Quant' e piu bello"" von G. Paisiello, B069",Ludwig van Beethoven,Variations and Grounds,,WoO 69,268,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_69/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_439.jams
when-in-rome_440,"Six Variations on an Original Theme, Opus76",Ludwig van Beethoven,Variations and Grounds,,Op76,178,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/Op76/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_440.jams
when-in-rome_441,"Six Variations on an Original Theme, Opus76",Ludwig van Beethoven,Variations and Grounds,,Op76,178,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/Op76/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_441.jams
when-in-rome_442,"Zwolf Variationen uber das Menuett a la Vigano von J. Haibel, B068",Ludwig van Beethoven,Variations and Grounds,,WoO 68,276,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_68/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_442.jams
when-in-rome_443,"Zwolf Variationen uber das Menuett a la Vigano von J. Haibel, B068",Ludwig van Beethoven,Variations and Grounds,,WoO 68,276,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_68/analysis_A.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_443.jams
when-in-rome_444,"13 Variationen uber ""Es war einmal ein alter Mann"" aus ""Das rote Kappchen"" von K. Ditters von Dittersdorf, B066",Ludwig van Beethoven,Variations and Grounds,,WoO 66,538,"../../partitions/when-in-rome/raw/Variations_and_Grounds/Beethoven,_Ludwig_van/_/WoO_66/analysis_B.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_444.jams
