jams_file,track_name,artist_name,album_name,track_number,duration,release_year,musicbrainz,isrc,deezer_id,deezer_url,youtube_url,acousticbrainz,spotify_id
when-in-rome_64.jams,Ich kann’s nicht fassen,Robert Schumann,"Schumann.: Lied Edition, Vol. 5: Frauenliebe Und -Leben, Op. 42 - Gedichte Der Konigin Maria Stuart, Op. 135 - 7 Lieder, Op. 104",3,89.0,28/10/2008,0e6c19e3-c803-4c37-96a6-beb0e01142c4,HKI190842903,16732384.0,https://www.deezer.com/track/16732384,https://music.youtube.com/watch?v=TVHEyp1kWFE,,
when-in-rome_281.jams,"Piano Sonata 22, Op.54, Movement 1",Beethoven,"Beethoven: Piano Sonatas Opp.53 ""Waldstein"", 54 & 101; Andante favori",,355.0,,,,,,https://music.youtube.com/watch?v=uygVk6dnlZQ,,
when-in-rome_33.jams,Ferne,Fanny (Mendelssohn) Hensel,"Mendelssohn, Fanny: Lieder",2,158.0,01/01/1992,,US8270910599,41740901.0,https://www.deezer.com/track/41740901,https://music.youtube.com/watch?v=nScvk_PIFxY,,
when-in-rome_147.jams,Die Nebensonnen,Franz Schubert,"Enregistrements de Lieder, volume 2 (1937-1940)",22,145.0,23/07/2012,9b049122-61b0-4636-8f75-400e843be9c1,HKI190619922,16741087.0,https://www.deezer.com/track/16741087,https://music.youtube.com/watch?v=1-Xw-XSwcB8,,
when-in-rome_278.jams,"Piano Sonata 17, Op.31 No.2, Movement 1",Beethoven,Alkebulan’s Son: The Piano Works of James Lee III,1,491.75,,0ef72ff7-3eed-4125-8a16-efa0899139bd,,,,https://music.youtube.com/watch?v=yLL9omsnWXc,,
when-in-rome_297.jams,Symphony 104 Movement 1,Haydn,30 Haydn Playlist,,561.0,,,,,,https://music.youtube.com/watch?v=g9KiPm6_6CQ,,
when-in-rome_444.jams,"13 Variationen uber ""Es war einmal ein alter Mann"" aus ""Das rote Kappchen"" von K. Ditters von Dittersdorf, B066",Beethoven,Piano Variations by Ludwig Beethoven and Alfred Brendel,7,724.0,10/04/2020,10c165be-637c-4518-9810-cbc0d36723d2,GBACC2011307,1510779942.0,https://www.deezer.com/track/1510779942,,,
when-in-rome_151.jams,"Die Sterne, D.939",Schubert,Schubert: Lieder,13,191.0,20/10/2005,730425b7-9cad-452b-b0ea-7e716123304e,DEF056903390,66630350.0,https://www.deezer.com/track/66630350,https://music.youtube.com/watch?v=Yz2CPh6YFeY,,
when-in-rome_25.jams,Nachgefühl,Johanna Kinkel (originally published under the name J. Mathieux),"Original Album Classics, Vol. I",42,272.0,,3d34ff16-85a4-4852-a01f-b6511289924d,,,,https://music.youtube.com/watch?v=xXD5tltX9Pg,,
when-in-rome_385.jams,"Op. 135, Quartet No. 16",Beethoven,Beethoven: The Late String Quartets,7,181.0,01/04/2003,1fba4643-d067-4ec9-ae52-e893e6b836f3,DEF059405002,68243944.0,https://www.deezer.com/track/68243944,https://music.youtube.com/watch?v=kmPwpZs0Djo,,
when-in-rome_9.jams,Die stille Lotosblume,Clara Schumann,"Songs by Clara Schumann, Poldowski and Amy Beach",6,164.0,01/03/1994,73aafdd9-d0ea-436a-9a00-c01fe2c32c34,USAB10618604,64227421.0,https://www.deezer.com/track/64227421,https://music.youtube.com/watch?v=p5FIqptWt6Y,,
when-in-rome_413.jams,"7 Variations on ""God Save the King"" in C Major, B078",Beethoven,Autumn Classical: Beethoven,15,50.0,11/10/2021,fee80964-0fb8-4036-9bd3-3f72d7e5c1ef,DEF056500401,1517724592.0,https://www.deezer.com/track/1517724592,https://music.youtube.com/watch?v=NOds7jLtXnI,,
when-in-rome_72.jams,Betteley der Vögel,Louise Reichardt,Der Vogel,1,170.526,,e15130a1-bf99-4b1d-b3e8-047c03268a89,,,,https://music.youtube.com/watch?v=KlvJ8f-85cc,,
when-in-rome_106.jams,"Ellens Gesang III, D.839 (Ave Maria)",Leontyne Price,The World of Schubert,6,328.0,24/10/2016,b7c3f038-65a1-4481-8a91-f9c497132b50,GBF076140410,134700412.0,https://www.deezer.com/track/134700412,https://music.youtube.com/watch?v=QfqvOhcstvI,,
when-in-rome_171.jams,"Ecoo, piegando le genocchie a terra",Claudio Monteverdi,Pasticcio: Kulinarische Musikalitäten in audiophilen Beispielen,5,378.0,,39a788df-384b-4473-af30-30988e8fd6bb,,,,https://music.youtube.com/watch?v=s5s8cK7SHvU,,
when-in-rome_258.jams,Prelude No.22,J.S. Bach,"Bach: The Well-Tempered Clavier, Book I, Preludes & Fugues Nos. 17-24, BWV 862-869 ((Gould Remastered))",,238.0,,,,,,https://music.youtube.com/watch?v=B5urwxdhdgo,,
when-in-rome_52.jams,Ich hab’ im Traum geweinet,Robert Schumann,Deep Dive - Schumann,13,151.0,11/02/2022,ce794e8b-45fe-40c8-a8f3-4d7b56b3ceb1,DEN961430613,1648857102.0,https://www.deezer.com/track/1648857102,https://music.youtube.com/watch?v=O616Nci14G0,,
when-in-rome_126.jams,Du bist die Ruh,Franz Schubert,Christmas Family Dinner,34,301.0,14/12/2021,c4741e48-41a1-453c-813d-8cc310fa1c7e,DEF059602170,1586310392.0,https://www.deezer.com/track/1586310392,https://music.youtube.com/watch?v=MX2IL46rTGs,,
when-in-rome_433.jams,"Acht Variationen uber ""Une fievre brulante"" aus ""Richard Coeur de Lion"" von A.E.M. Gretry, B072",Beethoven,Piano Variations,5,412.0,,d52281d1-1e69-4489-9684-179287acf08a,,,,,,
when-in-rome_130.jams,Die Kraehe,Franz Schubert,Sherlock Holmes: A Game of Shadows: Original Motion Picture Soundtrack,12,204.0,,9b049122-61b0-4636-8f75-400e843be9c1,,,,https://music.youtube.com/watch?v=xyzyet37wHw,,
when-in-rome_44.jams,Im Herbste,Fanny (Mendelssohn) Hensel,Kerner-Lieder,22,69.746,,b5ac6d17-4d23-46b9-ac76-edf71bac9620,,,,https://music.youtube.com/watch?v=Rbv5-W4urYM,,
when-in-rome_425.jams,"Neun Variationen uber einen Marsch von E. Chr. Dressler, B063",Beethoven,Inspired by Chopin,2,242.133,,10c165be-637c-4518-9810-cbc0d36723d2,,,,https://music.youtube.com/watch?v=bXdulrQoHvA,,
when-in-rome_219.jams,Ein feste Burg ist unser Gott,J. S. Bach,Complete Recordings on Archiv Produktion and Deutsche Grammophon,252,352.0,,e6398cac-04f1-4131-9de1-f907f8a6a799,,,,https://music.youtube.com/watch?v=mskSST8MDfU,,
when-in-rome_13.jams,The Jungle Flower,Harry Thacker Burleigh,The Exotic Moods of Les Baxter,8,163.506,,55bca861-9b81-4dc7-a0af-fed8cb078442,,,,https://music.youtube.com/watch?v=x0gbV1MomO0,,
when-in-rome_167.jams,Era L'anima mea,Claudio Monteverdi,Monteverdi: Madrigals,,251.0,,,,,,https://music.youtube.com/watch?v=U7d_0l-BF_A,,
when-in-rome_188.jams,Luci serene e chiare,Monteverdi,"Grandi Madrigali, 2 (Gesualdo, Monteverdi, Arcadelt, Marenzio, Rossi)",11,214.0,09/02/2017,790f8f64-5f7f-4e19-bfaa-6ebc656cfc6d,GBSMU3351228,141941601.0,https://www.deezer.com/track/141941601,https://music.youtube.com/watch?v=IzUPlB1ouxo,,
when-in-rome_409.jams,"8 Variationen uber das Lied ""Ein Weib ist das herrlichste Ding, K613",Mozart,Complete Piano Variations,84,165.12,,a052cea8-54b5-400f-a0fd-e58166a4b23b,,,,https://music.youtube.com/watch?v=gsrqC9SPGhg,,
when-in-rome_87.jams,Volkslied,Louise Reichardt,Female Lieder,,70.0,,,,,,https://music.youtube.com/watch?v=WyknOElCBnM,,
when-in-rome_68.jams,An Maria (aus Novalis geistlichen Liedern),Louise Reichardt,Early Recordings on Deutsche Grammophon,23,189.0,,deab2082-5526-448b-9177-2777d5608db5,,,,https://music.youtube.com/watch?v=j8UCno49l4w,,
when-in-rome_235.jams,Prelude No.3,J.S. Bach,"The Organ Works, Volume 3",7,1226.0,,5015f9ae-6e08-4aca-bb66-945bd8f40b17,,,,https://music.youtube.com/watch?v=EV6PiEEBYdc,,
when-in-rome_370.jams,"Op. 18 No. 3, Quartet No. 3",Beethoven,Beethoven for sunny days,178,342.0,09/04/2022,3e1f55a5-af15-4686-a553-42933ca38278,DEF059404294,1707858697.0,https://www.deezer.com/track/1707858697,https://music.youtube.com/watch?v=5XRKbM_bA6I,,
when-in-rome_262.jams,"Piano Sonata 15, Op.28(Pastorale), Movement 1",Beethoven,"Beethoven: Piano Sonatas Opp.7 & 28 ""Pastoral"" & 49 No.2",,655.0,,,,,,https://music.youtube.com/watch?v=WKCbC0nRXnw,,
when-in-rome_327.jams,"Op. 59 No. 3, Quartet No. 9",Beethoven,Beethoven for hiking,164,529.0,05/03/2022,,DEF059404952,1679829747.0,https://www.deezer.com/track/1679829747,https://music.youtube.com/watch?v=1YLVdE-O0Hg,,
when-in-rome_448.jams,Purcell Sonata in G Minor Z807,Purcell,Ostinato,,407.0,,,,,,https://music.youtube.com/watch?v=XwJN4OUjgSQ,,
when-in-rome_29.jams,Die Ersehnte,Fanny (Mendelssohn) Hensel,Fanny Mendelssohn: Lieder,,138.0,,,,,,https://music.youtube.com/watch?v=zwf69PSKfpw,,
when-in-rome_274.jams,"Piano Sonata 25, Op.79(Sonatina), Movement 1",Beethoven,Beethoven: The Complete Piano Sonatas,,305.0,,,,,,https://music.youtube.com/watch?v=MXLLAKQaaDk,,
when-in-rome_331.jams,"Op. 18 No. 6, Quartet No. 6",Beethoven,"Beethoven Quartet Plays Beethoven, Vol. 1",9,556.0,01/01/2008,272d1f0c-d543-4bdc-9337-2b3b639d5f85,UK2Y21301765,1002236062.0,https://www.deezer.com/track/1002236062,https://music.youtube.com/watch?v=-VF7UHvK9tw,,
when-in-rome_91.jams,Vaters Klage,Louise Reichardt,Immagini di Donna,,118.0,,,,,,https://music.youtube.com/watch?v=er6e4YXpm6s,,
when-in-rome_5.jams,Sie liebten sich beide,Clara Schumann,Heine Vertonungen,6,103.0,18/11/2022,3bcb385b-73ec-462e-b245-d246fd05fb33,DGA062296765,2022617497.0,https://www.deezer.com/track/2022617497,https://music.youtube.com/watch?v=Q5jGaKIY7_A,,
when-in-rome_389.jams,"Op. 132, Quartet No. 15",Beethoven,Beethoven: The Late String Quartets,2,565.0,01/04/2003,5a31f982-1340-4482-903a-8a4c8ef0f66a,DEF059404992,68243939.0,https://www.deezer.com/track/68243939,https://music.youtube.com/watch?v=6rCapLO-6eU,,
when-in-rome_223.jams,Erschienen ist der herrliche Tag,J. S. Bach,Teil 2 - Passion und Ostern,8,231.0,28/05/2014,74bfd4d1-e637-46db-97b8-d6e2009685d7,DEA370602189,73753750.0,https://www.deezer.com/track/73753750,https://music.youtube.com/watch?v=5ZDYi0dn-oU,,
when-in-rome_366.jams,"Op. 127, Quartet No. 12",Beethoven,Beethoven: The Late String Quartets,2,863.0,01/04/2003,,DEF059404972,68243928.0,https://www.deezer.com/track/68243928,https://music.youtube.com/watch?v=Ygshg8NBWBg,,
when-in-rome_4.jams,Auf einem grünen Hügel,Clara Schumann,"Songs by Clara Schumann, Poldowski and Amy Beach",10,134.0,01/03/1994,83634f3e-b2e2-41ee-90aa-42cd252342dd,USAB10618608,64227425.0,https://www.deezer.com/track/64227425,https://music.youtube.com/watch?v=UaOUTTiWJ_E,,
when-in-rome_388.jams,"Op. 132, Quartet No. 15",Beethoven,Beethoven: The Late String Quartets,2,565.0,01/04/2003,5a31f982-1340-4482-903a-8a4c8ef0f66a,DEF059404992,68243939.0,https://www.deezer.com/track/68243939,https://music.youtube.com/watch?v=6rCapLO-6eU,,
when-in-rome_222.jams,Es woll uns Gott genaedig sein 2,J. S. Bach,Complete Recordings on Archiv Produktion and Deutsche Grammophon 9,225,152.0,,903aa77a-7c4c-4130-98ab-ade19ab7d9d1,,,,https://music.youtube.com/watch?v=hI35d4e0c5Q,,
when-in-rome_367.jams,"Op. 18 No. 3, Quartet No. 3",Beethoven,Beethoven for sunny days,178,342.0,09/04/2022,3e1f55a5-af15-4686-a553-42933ca38278,DEF059404294,1707858697.0,https://www.deezer.com/track/1707858697,https://music.youtube.com/watch?v=5XRKbM_bA6I,,
when-in-rome_90.jams,Der Sänger geht,Louise Reichardt,Zeit für Gefühle,1,198.0,,611c24bb-a5cf-4db6-889c-9a85f774a520,,,,https://music.youtube.com/watch?v=R4pn5ytwe7I,,
when-in-rome_275.jams,"Piano Sonata 32, Op.111, Movement 1",Beethoven,"Beethoven: Piano Sonatas Nos.30, 31 & 32",,561.0,,,,,,https://music.youtube.com/watch?v=uDn7Fu5Lef0,,
when-in-rome_330.jams,"Op. 18 No. 6, Quartet No. 6",Beethoven,"Beethoven Quartet Plays Beethoven, Vol. 1",9,556.0,01/01/2008,272d1f0c-d543-4bdc-9337-2b3b639d5f85,UK2Y21301765,1002236062.0,https://www.deezer.com/track/1002236062,https://music.youtube.com/watch?v=-VF7UHvK9tw,,
when-in-rome_28.jams,"Die Tanne (Sieh Doris, wie vom Mond bestrahlt )",Maria Theresia von Paradis,Cello Dreams,4,179.0,,2f37361e-9e16-4bce-8b96-24cb8ac4b893,,,,https://music.youtube.com/watch?v=xPPeTSeQBFg,,
when-in-rome_263.jams,"Piano Sonata 23, Op.57(Appassionata), Movement 1",Beethoven,"Beethoven: Piano Sonatas Nos. 8, 14 & 23 ((Gould Remastered))",,902.0,,,,,,https://music.youtube.com/watch?v=mHFFRyGYpl0,,
when-in-rome_326.jams,"Op. 59 No. 3, Quartet No. 9",Beethoven,Beethoven for hiking,164,529.0,05/03/2022,,DEF059404952,1679829747.0,https://www.deezer.com/track/1679829747,https://music.youtube.com/watch?v=1YLVdE-O0Hg,,
when-in-rome_234.jams,"O Herre Gott, dein goettlich Wort",J. S. Bach,Bach / Bruhns / Buxtehude / de Grigny / Vivaldi,6,164.973,,dafbb412-763a-4744-a599-fdcc192c2460,,,,https://music.youtube.com/watch?v=e5fbuO6PMDg,,
when-in-rome_371.jams,"Op. 59 No. 1, Quartet No. 7",Beethoven,Beethoven:The String Quartets,3,700.0,03/03/1997,,DEF059404933,68279772.0,https://www.deezer.com/track/68279772,https://music.youtube.com/watch?v=sEPfY2KHgLc,,
when-in-rome_408.jams,"8 Variationen uber das Lied ""Ein Weib ist das herrlichste Ding, K613",Mozart,Complete Piano Variations,84,165.12,,a052cea8-54b5-400f-a0fd-e58166a4b23b,,,,https://music.youtube.com/watch?v=e4XcZbMy8Yw,,
when-in-rome_86.jams,Daphne am Bach,Louise Reichardt,Female Lieder,,58.0,,,,,,https://music.youtube.com/watch?v=EWro8pbouMw,,
when-in-rome_69.jams,Frühlingsblumen,Louise Reichardt,Keinohrhasen,14,119.826,,428046d6-7736-43e6-a9d9-734ea5c3778e,,,,https://music.youtube.com/watch?v=Z0Bci_oZfZs,,
when-in-rome_12.jams,Till I Wake,Harry Thacker Burleigh,The Hangman,7,150.733,,b7151975-6129-4ff6-a22c-0896792e4d04,,,,https://music.youtube.com/watch?v=ODB293itOW0,,
when-in-rome_166.jams,Le Colibri,Ernest Chausson,Debussy / Chausson: Mélodies,17,187.0,23/08/2005,,DEF059904060,69387081.0,https://www.deezer.com/track/69387081,https://music.youtube.com/watch?v=TPGx0EHe3Mg,,
when-in-rome_189.jams,"Ah, Dolente Partita",Claudio Monteverdi,Monteverdi: Madrigals,,295.0,,,,,,https://music.youtube.com/watch?v=-lkKDzFw_xk,,
when-in-rome_218.jams,"Ich dank dir, lieber Herre",J. S. Bach,"Complete Works for Organ, Volume 5 (Bine Bryndorf)",3,289.0,,9e72b7a9-50c8-44bc-a4ac-5d50bbf03637,,,,https://music.youtube.com/watch?v=tUQqRAIQat0,,
when-in-rome_131.jams,Im Dorfe,Franz Schubert,"Enregistrements de Lieder, volume 2 (1937-1940)",31,164.0,,,HKI190619931,16741096.0,https://www.deezer.com/track/16741096,https://music.youtube.com/watch?v=wJxM9lxGdtg,,
when-in-rome_45.jams,Abendbild,Fanny (Mendelssohn) Hensel,"Mendelssohn-Hensel, F.: Songs, Vol. 1",,135.0,,,,,,https://music.youtube.com/watch?v=IB1eA4wyypU,,
when-in-rome_424.jams,"Neun Variationen uber einen Marsch von E. Chr. Dressler, B063",Beethoven,Inspired by Chopin,2,242.133,,10c165be-637c-4518-9810-cbc0d36723d2,,,,https://music.youtube.com/watch?v=bXdulrQoHvA,,
when-in-rome_53.jams,Allnächtlich im Traume,Robert Schumann,Deep Dive - Schumann,14,83.0,11/02/2022,7a9fd29e-0af4-4725-a572-ae9312d12f1d,DEN961430614,1648857112.0,https://www.deezer.com/track/1648857112,https://music.youtube.com/watch?v=5N3M9QoBvnM,,
when-in-rome_127.jams,Gute Nacht,Franz Schubert,Musique pour flûte et piano,4,271.0,28/01/2015,,HKI190846804,16730110.0,https://www.deezer.com/track/16730110,https://music.youtube.com/watch?v=kD1LOE51q4s,,
when-in-rome_432.jams,"Acht Variationen uber ""Une fievre brulante"" aus ""Richard Coeur de Lion"" von A.E.M. Gretry, B072",Beethoven,Piano Variations,5,412.0,,d52281d1-1e69-4489-9684-179287acf08a,,,,,,
when-in-rome_259.jams,"Piano Sonata 13, Op.27 No.1, Movement 1",Beethoven,Alkebulan’s Son: The Piano Works of James Lee III,1,491.75,,0ef72ff7-3eed-4125-8a16-efa0899139bd,,,,https://music.youtube.com/watch?v=DwezreZlF1k,,
when-in-rome_170.jams,"O Mirtillo, Mirtill' Anima Mia",Claudio Monteverdi,Nadia Boulanger - Icon,,184.0,,,,,,https://music.youtube.com/watch?v=fA0oO1kpxA0,,
when-in-rome_412.jams,"7 Variations on ""God Save the King"" in C Major, B078",Beethoven,Autumn Classical: Beethoven,15,50.0,11/10/2021,fee80964-0fb8-4036-9bd3-3f72d7e5c1ef,DEF056500401,1517724592.0,https://www.deezer.com/track/1517724592,https://music.youtube.com/watch?v=NOds7jLtXnI,,
when-in-rome_73.jams,Der Mond,Louise Reichardt,Moonlight Welfare,2,357.0,,855c819a-0b27-4620-a92f-2065e1aa7085,,,,https://music.youtube.com/watch?v=J5qBuC5UlXY,,
when-in-rome_107.jams,Trockne Blumen,Franz Schubert,The Genius of Schubert,33,90.0,30/08/2021,4d7ff215-5d6c-4d88-b695-9152696d663d,DEF059304823,1478834752.0,https://www.deezer.com/track/1478834752,https://music.youtube.com/watch?v=mooYuGmv3po,,
when-in-rome_384.jams,"Op. 135, Quartet No. 16",Beethoven,Beethoven: The Late String Quartets,7,181.0,01/04/2003,1fba4643-d067-4ec9-ae52-e893e6b836f3,DEF059405002,68243944.0,https://www.deezer.com/track/68243944,https://music.youtube.com/watch?v=kmPwpZs0Djo,,
when-in-rome_8.jams,Liebeszauber,Clara Schumann,...wo die Zitronen blühn,9,146.0,13/07/2022,9594b899-7ff1-40a4-b3b9-458e2b5623ec,DEB112002909,1822644427.0,https://www.deezer.com/track/1822644427,https://music.youtube.com/watch?v=9JB3hY3ZQkw,,
when-in-rome_445.jams,"13 Variationen uber ""Es war einmal ein alter Mann"" aus ""Das rote Kappchen"" von K. Ditters von Dittersdorf, B066",Beethoven,Piano Variations by Ludwig Beethoven and Alfred Brendel,7,724.0,10/04/2020,10c165be-637c-4518-9810-cbc0d36723d2,GBACC2011307,1510779942.0,https://www.deezer.com/track/1510779942,,,
when-in-rome_150.jams,Das Wirthshaus,Franz Schubert,Voyage intime,12,251.773,,d0345d48-c8e4-446b-aa36-f407eb1fbaf7,,,,https://music.youtube.com/watch?v=FBRjbzkJAOM,,
when-in-rome_24.jams,Du nah’st!,Johanna Kinkel  (1846 edition originally published under the name J. Mathieux),Minddiver,3,269.093,,ad9b499a-23d6-4613-9900-3898145be031,,,,https://music.youtube.com/watch?v=oEeet9t--tI,,
when-in-rome_279.jams,"Piano Sonata 17, Op.31 No.2, Movement 1",Beethoven,Alkebulan’s Son: The Piano Works of James Lee III,1,491.75,,0ef72ff7-3eed-4125-8a16-efa0899139bd,,,,https://music.youtube.com/watch?v=yLL9omsnWXc,,
when-in-rome_296.jams,"Piano Sonata 1, Op.2 No.1, Movement 1",Beethoven,Alkebulan’s Son: The Piano Works of James Lee III,1,491.75,,0ef72ff7-3eed-4125-8a16-efa0899139bd,,,,https://music.youtube.com/watch?v=20rEfW9sf1o,,
when-in-rome_32.jams,Der Rosenkranz,Fanny (Mendelssohn) Hensel,"Mendelssohn, Fanny: Lieder",3,144.0,01/01/1992,,US8270910600,41740911.0,https://www.deezer.com/track/41740911,https://music.youtube.com/watch?v=1RD83njHE2Q,,
when-in-rome_146.jams,Frühlingstraum,Franz Schubert,Schubert: Winterreise,11,236.0,28/10/2022,,DEF057130111,1976668997.0,https://www.deezer.com/track/1976668997,https://music.youtube.com/watch?v=8FpAHMb5vfg,,
when-in-rome_280.jams,"Piano Sonata 4, Op.7, Movement 1",Beethoven,"Beethoven: Piano Sonatas Opp.7 & 28 ""Pastoral"" & 49 No.2",,527.0,,,,,,https://music.youtube.com/watch?v=EmtcHqXP0IY,,
when-in-rome_404.jams,"Zwolf Variationen in C uber ein Menuett von Johann Christian Fischer, K179",Mozart,Inspired by Chopin,2,242.133,,10c165be-637c-4518-9810-cbc0d36723d2,,,,https://music.youtube.com/watch?v=d8bxYf6JGDc,,
when-in-rome_111.jams,Frühlingssehnsucht,Franz Schubert,"Schubert: Schwanengesang, D. 957: No. 3, Frühlingssehnsucht",1,203.0,21/10/2022,,DEN962233303,1964193127.0,https://www.deezer.com/track/1964193127,https://music.youtube.com/watch?v=9yQPgZjlZ1A,,
when-in-rome_65.jams,Seit ich ihn gesehen,Robert Schumann,"SCHUMANN, R. / BRAHMS / WAGNER: Romantic Song Cycles",1,120.0,28/01/2015,eee30447-7c1b-4c40-83ef-a6e71b87d4c9,HKI199295901,16791381.0,https://www.deezer.com/track/16791381,https://music.youtube.com/watch?v=F7Gvkw4TtKw,,
when-in-rome_392.jams,"9 Variationen uber ein Minuett von Duport, K573",Mozart,Inspired by Chopin,2,242.133,,10c165be-637c-4518-9810-cbc0d36723d2,,,,https://music.youtube.com/watch?v=qOWdbfIsmO4,,
when-in-rome_238.jams,Prelude No.2,J.S. Bach,Bach: Air on the G String - Toccata and Fugue in D Minor - Violin Concerto No. 1 in A Minor - Cantata No. 51 - Oboe Adagio - The W,17,99.0,12/04/2020,3f0b28d4-dac2-46dc-95e9-8cb031217b19,CH6542039490,926375122.0,https://www.deezer.com/track/926375122,https://music.youtube.com/watch?v=I1MFOgx1NYY,,
when-in-rome_185.jams,"Longe da te, cor mio",Monteverdi,"Monteverdi: Madrigals, Book 4 (La Venexiana)",19,175.0,01/01/2004,df820fe2-52ad-44e1-a10b-2eb26ca173fd,ES7890400519,37527341.0,https://www.deezer.com/track/37527341,https://music.youtube.com/watch?v=lETqFxXueVQ,,
when-in-rome_306.jams,String Quartet in C Major - No.1: Moderato,"Haydn, Franz Joseph","J. Haydn: 6 String Quartets Op. 64 - Including ""The Lark""",,452.0,,,,,,https://music.youtube.com/watch?v=Az3Yr9jV3Pg,,
when-in-rome_243.jams,Prelude No.17,J.S. Bach,Bach: Das Wohltemperierte Klavier 1. und 2. Teil - BWV 846-869 und 870-893,,246.0,,,,,,https://music.youtube.com/watch?v=HNCiCq9iXsk,,
when-in-rome_49.jams,Im wunderschönen Monat Mai,Robert Schumann,Schumann: Lieder,1,93.0,04/10/1994,30921e87-b3b6-4f0d-89ed-cf87f23651e3,DEF057630200,66314603.0,https://www.deezer.com/track/66314603,https://music.youtube.com/watch?v=S4Bo2ho37iA,,
when-in-rome_428.jams,"24 Variationen uber Venni Amore von V. Righini, B065",Beethoven,Peaceful Piano Moods,4,47.413,,aa461fb5-27bb-4e90-a294-ef14bd22f4b4,,,,https://music.youtube.com/watch?v=JcBIdCm1tLo,,
