id,title,artists,duration,mbid,jams_path
weimar_317,K.C. Blues,Miles Davis,48.330612244897964,,../../partitions/weimar/choco/jams/weimar_317.jams
weimar_318,Miles Runs the Voodoo Down,Miles Davis,212.54902494331066,d9bfa893-1fc6-4a10-ab08-70080173846d,../../partitions/weimar/choco/jams/weimar_318.jams
weimar_319,Miles Runs the Voodoo Down,Miles Davis,171.9437641723356,d9bfa893-1fc6-4a10-ab08-70080173846d,../../partitions/weimar/choco/jams/weimar_319.jams
weimar_320,Oleo,Miles Davis,56.35510204081632,f211c338-467e-4ed1-8f9b-4c746cafa061,../../partitions/weimar/choco/jams/weimar_320.jams
weimar_321,Oleo,Miles Davis,55.2518820861678,f211c338-467e-4ed1-8f9b-4c746cafa061,../../partitions/weimar/choco/jams/weimar_321.jams
weimar_322,Orbits,Miles Davis,68.86458049886622,aa05a78b-9e75-42d7-87b3-c074685e52d0,../../partitions/weimar/choco/jams/weimar_322.jams
weimar_323,So What,Miles Davis,112.11174603174604,60f750f4-d222-46b7-ad5c-905334c9a48a,../../partitions/weimar/choco/jams/weimar_323.jams
weimar_324,Trane's Blues,Miles Davis,105.82367346938776,b7606725-cb17-41a3-a1da-cbf0dc823d1d,../../partitions/weimar/choco/jams/weimar_324.jams
weimar_325,Tune Up,Miles Davis,82.6833560090703,,../../partitions/weimar/choco/jams/weimar_325.jams
weimar_326,Vierd Blues,Miles Davis,100.1699319727891,28b5ee97-cae7-4144-8233-af5fafa58e13,../../partitions/weimar/choco/jams/weimar_326.jams
weimar_327,Walkin',Miles Davis,159.37922902494333,019aaa17-2016-4b36-afe4-aa2bdee2fdbd,../../partitions/weimar/choco/jams/weimar_327.jams
weimar_328,All the Things You Are,Milt Jackson,55.07773242630385,4ba28cbe-3102-412e-8a13-4637cc2e6a62,../../partitions/weimar/choco/jams/weimar_328.jams
weimar_329,Bag's Groove,Milt Jackson,34.69560090702947,6b533b84-b5d1-46d0-9ab9-447b8cae24a0,../../partitions/weimar/choco/jams/weimar_329.jams
weimar_330,Bemsha Swing,Milt Jackson,127.06340136054423,9e276eba-5556-411f-bd43-ebdc5d641be1,../../partitions/weimar/choco/jams/weimar_330.jams
weimar_331,Don't Get Around Much Anymore,Milt Jackson,42.13115646258503,ea76e65a-4af3-4fb8-a68a-bf55bc411e12,../../partitions/weimar/choco/jams/weimar_331.jams
weimar_332,Softly as in a Morning Sunrise,Milt Jackson,171.3467573696145,,../../partitions/weimar/choco/jams/weimar_332.jams
weimar_333,What's New,Milt Jackson,48.99591836734694,2ef20aa8-7e0a-4ae4-a41a-37bf008b9c97,../../partitions/weimar/choco/jams/weimar_333.jams
weimar_334,Bohemia After Dark,Nat Adderley,74.89081632653061,722d294e-2d49-4445-b572-bc749270fd6c,../../partitions/weimar/choco/jams/weimar_334.jams
