chord_str                 ,chord_cnt,chord_freq            ,composite
C:maj                     ,16500    ,0.04824758908259402   ,False
G:maj                     ,13170    ,0.03851034837683414   ,False
F:maj                     ,13040    ,0.03813021585678946   ,False
"G:(3,5,b7)"              ,12688    ,0.037100933956360785  ,False
"C:(3,5,b7)"              ,10864    ,0.03176738229050312   ,False
"D:(3,5,b7)"              ,9555     ,0.027939740223283993  ,False
D:maj                     ,8887     ,0.025986443889515945  ,False
D:min(b7)                 ,8245     ,0.024109174059756832  ,False
Bb:maj                    ,8071     ,0.02360038130215857   ,False
G:min(b7)                 ,7704     ,0.022527237957109356  ,False
"F:(3,5,b7)"              ,7539     ,0.022044762066283415  ,False
"A:(3,5,b7)"              ,7095     ,0.020746463305515432  ,False
"Bb:(3,5,b7)"             ,6733     ,0.019687940442006398  ,False
A:min(b7)                 ,6482     ,0.018953992268689362  ,False
Eb:maj                    ,6136     ,0.017942254946108904  ,False
C:min(b7)                 ,5676     ,0.016597170644412344  ,False
A:min                     ,5345     ,0.015629294766452428  ,False
A:maj                     ,5245     ,0.015336885135648827  ,False
F:min(b7)                 ,4885     ,0.014284210464755868  ,False
"E:(3,5,b7)"              ,4708     ,0.013766645418233496  ,False
E:min                     ,4095     ,0.011974174381407425  ,False
D:min                     ,3910     ,0.011433216564420767  ,False
"Eb:(3,5,b7)"             ,3664     ,0.01071388887264391   ,False
E:min(b7)                 ,3631     ,0.010617393694478722  ,False
C:maj7                    ,3242     ,0.009479920230652717  ,False
F:maj7                    ,3107     ,0.009085167229067857  ,False
G:min                     ,3099     ,0.009061774458603568  ,False
Ab:maj                    ,3041     ,0.008892176872737481  ,False
E:maj                     ,2856     ,0.00835121905575082   ,False
C:min                     ,2637     ,0.007710841964290936  ,False
"B:(3,5,b7)"              ,2550     ,0.007456445585491803  ,False
Bb:min(b7)                ,2482     ,0.007257607036545355  ,False
"F:(3,5,6)"               ,2322     ,0.006789751627259595  ,False
"C:(3,5,b7,9)"            ,2285     ,0.006681560063862263  ,False
Eb:maj7                   ,2272     ,0.006643546811857796  ,False
B:min(b7)                 ,2133     ,0.006237097425040791  ,False
"C:(3,5,6)"               ,2061     ,0.006026562490862199  ,False
"Bb:(3,5,b7,9)"           ,2059     ,0.006020714298246127  ,False
"G:(3,5,b7,9)"            ,1961     ,0.005734152860058599  ,False
Bb:maj7                   ,1890     ,0.005526542022188043  ,False
"F:(3,5,b7,9)"            ,1857     ,0.005430046844022855  ,False
"Ab:(3,5,b7)"             ,1850     ,0.0054095781698666025 ,False
F:min                     ,1805     ,0.005277993836004983  ,False
