original,converted
Eb7,Eb:7
NC,N
Bb-7,Bb:min7
Dbj7,Db:maj7
Abj7,Ab:maj7
Gj7,G:maj7
B7,B:7
D7,D:7
F-7,F:min7
C+7,C:aug(b7)
