original,converted
D-7,D:min7
Ab,Ab:maj
F-7,F:min7
Eb7,Eb:7
F-,F:min
Bb-7,Bb:min7
Ab+,Ab:aug
F-6,F:min6
Bb7,Bb:7
NC,N
