original,converted
Bb-,Bb:min
G-7,G:min7
Fj7,F:maj7
Am7b5,A:hdim7
C7,C:7
Bbo7,Bb:dim7
Aj7,A:maj7
G7alt,"G:(3,b5,b7,b9,b13)"
D79b,D:7(b9)
Bm7b5,B:hdim7
