original,converted
Ab7911#,Ab:9(#11)
Eb7,Eb:7
Ebj7,Eb:maj7
E7,E:7
Bb7alt,"Bb:(3,b5,b7,b9,b13)"
D7alt,"D:(3,b5,b7,b9,b13)"
B-7,B:min7
Ab7,Ab:7
Db-7,Db:min7
NC,N
