original,converted
Db+/C,Db:aug/7
C/Ab,C:maj/b6
F-7911,F:min9(11)
A/B,A:maj/9
Db79#11#,"Db:7(#9,#11)"
D79#11#,"D:7(#9,#11)"
G-,G:min
A/G,A:maj/b7
C7alt,"C:(3,b5,b7,b9,b13)"
G,G:maj
