original,converted
Dm7b5,D:hdim7
G7,G:7
C7,C:7
C-7,C:min7
NC,N
F-,F:min
Gm7b5,G:hdim7
C79b,C:7(b9)
Ab7911#,Ab:9(#11)
F-7,F:min7
