original,converted
Gj7,G:maj7
Ebj7,Eb:maj7
F-7,F:min7
B-7,B:min7
Bb7,Bb:7
G79,G:9
Fj7,F:maj7
A-7,A:min7
Cj7,C:maj7
Am7b5,A:hdim7
