original,converted
Ab7,Ab:7
Dbj7,Db:maj7
B7,B:7
F-7,F:min7
Eb-7,Eb:min7
Eb7,Eb:7
Db,Db:maj
G-7,G:min7
F#-7,F#:min7
C7,C:7
