original,converted
Dj7,D:maj7
Bbj7,Bb:maj7
F#-7,F#:min7
A7,A:7
G#m7b5,G#:hdim7
Fo,F:dim
E-7,E:min7
D6,D:maj6
Em7b5,E:hdim7
Fo7,F:dim7
