original,converted
C-7,C:min7
Fj7,F:maj7
Em7b5,E:hdim7
G7,G:7
G-7,G:min7
Eb7,Eb:7
Bbj7,Bb:maj7
Db7,Db:7
Ab-7,Ab:min7
D-7,D:min7
