original,converted
E-7,E:min7
Bb7,Bb:7
A79#,A:7(#9)
F#o7,F#:dim7
C7,C:7
A-7,A:min7
Bb-6,Bb:min6
G-7,G:min7
D-7,D:min7
Fj7,F:maj7
