original,converted
Eb-7,Eb:min7
Bb7,Bb:7
Bb79b,Bb:7(b9)
G-7,G:min7
D7,D:7
B7,B:7
NC,N
Cj7,C:maj7
A7,A:7
Ebo,Eb:dim
