original,converted
Abj7,Ab:maj7
Eb7,Eb:7
C7,C:7
Abo7,Ab:dim7
Bb-7,Bb:min7
F-7,F:min7
Ebsus79,"Eb:sus4(b7,9)"
E7911#,E:9(#11)
Db7911#,Db:9(#11)
C-7,C:min7
