original,converted
Eb7911#,Eb:9(#11)
D-7,D:min7
Em7b5,E:hdim7
Fj7,F:maj7
A7,A:7
C7,C:7
Bbj7,Bb:maj7
C-7,C:min7
G-7,G:min7
G7,G:7
