original,converted
G7,G:7
Dm7b5,D:hdim7
C-69,C:min6(9)
Ab7,Ab:7
Am7b5,A:hdim7
F-6,F:min6
Cj7,C:maj7
Gm7b5,G:hdim7
NC,N
C79b,C:7(b9)
