original,converted
D7,D:7
A-7,A:min7
Bb-7,Bb:min7
Gj7,G:maj7
C-6,C:min6
E7,E:7
B-7,B:min7
Bbo,Bb:dim
Eb7,Eb:7
G6,G:maj6
