original,converted
C-7,C:min7
Abj7,Ab:maj7
Eb7,Eb:7
Db7,Db:7
F-7,F:min7
G79#,G:7(#9)
D7alt,"D:(3,b5,b7,b9,b13)"
Db7911#,Db:9(#11)
