original,converted
Ab-7,Ab:min7
Bb7,Bb:7
G-7,G:min7
F-7,F:min7
Ebj7,Eb:maj7
Gbo7,Gb:dim7
Db7,Db:7
Fm7b5,F:hdim7
Am7b5,A:hdim7
Gbj7,Gb:maj7
