original,converted
Bb7,Bb:7
Eb7,Eb:7
Bb-7,Bb:min7
F7,F:7
Cm7b5,C:hdim7
A-7,A:min7
Gj7,G:maj7
E-7,E:min7
Abj7,Ab:maj7
G7,G:7
