original,converted
C-7,C:min7
F-7,F:min7
Gbo,Gb:dim
F-,F:min
F-6,F:min6
Eb,Eb:maj
Bbm7b5,Bb:hdim7
Eb6,Eb:maj6
Bb7,Bb:7
D7,D:7
