original,converted
F-7,F:min7
Db7,Db:7
Eb-7,Eb:min7
Ab-7,Ab:min7
Eb7,Eb:7
Ab7,Ab:7
Bb-7,Bb:min7
C7,C:7
Db,Db:maj
Gb7,Gb:7
