original,converted
C79b,C:7(b9)
F-/Ab,F:min/b3
F-7,F:min7
Bb-6,Bb:min6
F-,F:min
F-/C,F:min/5
Gm7b5,G:hdim7
C7,C:7
Ab79#,Ab:7(#9)
Eb-7,Eb:min7
