original,converted
G7,G:7
Absus7,Ab:sus4(b7)
G-7,G:min7
Eb-7,Eb:min7
C-7,C:min7
C-,C:min
F-7,F:min7
G79#,G:7(#9)
C-6,C:min6
Ab7,Ab:7
