original,converted
G79b,G:7(b9)
Dm7b5,D:hdim7
C-6,C:min6
A-7,A:min7
F-7,F:min7
Bb7,Bb:7
G7,G:7
Ebj7,Eb:maj7
D7,D:7
Bb79b,Bb:7(b9)
