original,converted
Bb7,Bb:7
Ab7,Ab:7
Eb7,Eb:7
Ab6,Ab:maj6
Eb-7,Eb:min7
Do,D:dim
Db7,Db:7
Db6,Db:maj6
Bb-7,Bb:min7
Ab,Ab:maj
