original,converted
Ebo,Eb:dim
Eb7911#,Eb:9(#11)
A-7,A:min7
E-7,E:min7
Gj7,G:maj7
Cj7,C:maj7
F7,F:7
G7,G:7
E7,E:7
G-7,G:min7
