original,converted
Bb-7,Bb:min7
Eb7,Eb:7
F7,F:7
A7,A:7
Ab,Ab:maj
Eb-7,Eb:min7
Db7,Db:7
Db-7,Db:min7
A,A:maj
C-7,C:min7
