original,converted
Bb7,Bb:7
Ab6,Ab:maj6
Do,D:dim
Eb-7,Eb:min7
Ab,Ab:maj
Eb7,Eb:7
F7,F:7
Bb-7,Bb:min7
Db7,Db:7
Db6,Db:maj6
